orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed
cpd01017[c],cpd01017,MNXM683,MNXM683[c],c,TRUE,MetanetX conversion,FALSE
cpd00193[c],cpd00193,MNXM1103086,MNXM1103086[c],c,TRUE,MetanetX conversion,FALSE
cpd00096[c],cpd00096,MNXM1102191,MNXM1102191[c],c,TRUE,MetanetX conversion,FALSE
cpd12031[c],cpd12031,MNXM1365095,MNXM1365095[c],c,TRUE,MetanetX conversion,FALSE
cpd00049[c],cpd00049,MNXM739620,MNXM739620[c],c,TRUE,MetanetX conversion,FALSE
cpd00051[c],cpd00051,MNXM739527,MNXM739527[c],c,TRUE,MetanetX conversion,FALSE
cpd00152[c],cpd00152,MNXM328,MNXM328[c],c,TRUE,MetanetX conversion,FALSE
cpd00242[c],cpd00242,MNXM1094693,MNXM1094693[c],c,TRUE,MetanetX conversion,FALSE
cpd00738[c],cpd00738,MNXM1094062,MNXM1094062[c],c,TRUE,MetanetX conversion,FALSE
cpd17469[c],cpd17469,MNXM740274,MNXM740274[c],c,TRUE,MetanetX conversion,FALSE
cpd12482[c],cpd12482,MNXM9187,MNXM9187[c],c,TRUE,MetanetX conversion,FALSE
cpd11985[c],cpd11985,MNXM735038,MNXM735038[c],c,TRUE,MetanetX conversion,FALSE
cpd12484[c],cpd12484,MNXM6427,MNXM6427[c],c,TRUE,MetanetX conversion,FALSE
cpd00793[c],cpd00793,MNXM662,MNXM662[c],c,TRUE,MetanetX conversion,FALSE
cpd00195[c],cpd00195,MNXM730357,MNXM730357[c],c,TRUE,MetanetX conversion,FALSE
cpd11616[c],cpd11616,MNXM277,MNXM277[c],c,TRUE,MetanetX conversion,FALSE
cpd11901[c],cpd11901,MNXM728687,MNXM728687[c],c,TRUE,MetanetX conversion,FALSE
cpd11872[c],cpd11872,MNXM736422,MNXM736422[c],c,TRUE,MetanetX conversion,FALSE
cpd00482[c],cpd00482,MNXM275,MNXM275[c],c,TRUE,MetanetX conversion,FALSE
cpd01807[c],cpd01807,MNXM1215,MNXM1215[c],c,TRUE,MetanetX conversion,FALSE
cpd00065[c],cpd00065,MNXM741553,MNXM741553[c],c,TRUE,MetanetX conversion,FALSE
cpd00143[c],cpd00143,MNXM730221,MNXM730221[c],c,TRUE,MetanetX conversion,FALSE
cpd00199[c],cpd00199,MNXM172,MNXM172[c],c,TRUE,MetanetX conversion,FALSE
cpd00139[c],cpd00139,MNXM222,MNXM222[c],c,TRUE,MetanetX conversion,FALSE
cpd00090[c],cpd00090,MNXM1104559,MNXM1104559[c],c,TRUE,MetanetX conversion,FALSE
cpd00068[c],cpd00068,MNXM1103428,MNXM1103428[c],c,TRUE,MetanetX conversion,FALSE
cpd00069[c],cpd00069,MNXM76,MNXM76[c],c,TRUE,MetanetX conversion,FALSE
cpd02258[c],cpd02258,MNXM1365251,MNXM1365251[c],c,TRUE,MetanetX conversion,FALSE
cpd00071[c],cpd00071,MNXM75,MNXM75[c],c,TRUE,MetanetX conversion,FALSE
cpd00363[c],cpd00363,MNXM1108092,MNXM1108092[c],c,TRUE,MetanetX conversion,FALSE
cpd00290[c],cpd00290,MNXM1364374,MNXM1364374[c],c,TRUE,MetanetX conversion,FALSE
cpd00072[c],cpd00072,MNXM1107898,MNXM1107898[c],c,TRUE,MetanetX conversion,FALSE
cpd00288[c],cpd00288,MNXM1104065,MNXM1104065[c],c,TRUE,MetanetX conversion,FALSE
cpd00079[c],cpd00079,MNXM1364259,MNXM1364259[c],c,TRUE,MetanetX conversion,FALSE
cpd00235[c],cpd00235,MNXM1364256,MNXM1364256[c],c,TRUE,MetanetX conversion,FALSE
cpd00402[c],cpd00402,MNXM740148,MNXM740148[c],c,TRUE,MetanetX conversion,FALSE
cpd00588[c],cpd00588,MNXM736685,MNXM736685[c],c,TRUE,MetanetX conversion,FALSE
cpd00082[c],cpd00082,MNXM1363965,MNXM1363965[c],c,TRUE,MetanetX conversion,FALSE
cpd00485[c],cpd00485,MNXM1106057,MNXM1106057[c],c,TRUE,MetanetX conversion,FALSE
cpd00083[c],cpd00083,MNXM1104188,MNXM1104188[c],c,TRUE,MetanetX conversion,FALSE
cpd00900[c],cpd00900,MNXM1104155,MNXM1104155[c],c,TRUE,MetanetX conversion,FALSE
cpd00706[c],cpd00706,MNXM1214,MNXM1214[c],c,TRUE,MetanetX conversion,FALSE
cpd00722[c],cpd00722,MNXM418,MNXM418[c],c,TRUE,MetanetX conversion,FALSE
cpd12732[c],cpd12732,MNXM5925,MNXM5925[c],c,TRUE,MetanetX conversion,FALSE
cpd03560[c],cpd03560,MNXM1103578,MNXM1103578[c],c,TRUE,MetanetX conversion,FALSE
cpd00201[c],cpd00201,MNXM1102376,MNXM1102376[c],c,TRUE,MetanetX conversion,FALSE
cpd00345[c],cpd00345,MNXM1364094,MNXM1364094[c],c,TRUE,MetanetX conversion,FALSE
cpd00348[c],cpd00348,MNXM1364358,MNXM1364358[c],c,TRUE,MetanetX conversion,FALSE
cpd00810[c],cpd00810,MNXM1103557,MNXM1103557[c],c,TRUE,MetanetX conversion,FALSE
cpd00093[c],cpd00093,MNXM188,MNXM188[c],c,TRUE,MetanetX conversion,FALSE
cpd00216[c],cpd00216,MNXM337,MNXM337[c],c,TRUE,MetanetX conversion,FALSE
cpd03593[c],cpd03593,MNXM725944,MNXM725944[c],c,TRUE,MetanetX conversion,FALSE
cpd00094[c],cpd00094,MNXM159,MNXM159[c],c,TRUE,MetanetX conversion,FALSE
cpd00161[c],cpd00161,MNXM142,MNXM142[c],c,TRUE,MetanetX conversion,FALSE
cpd00037[c],cpd00037,MNXM1104529,MNXM1104529[c],c,TRUE,MetanetX conversion,FALSE
cpd11619[c],cpd11619,MNXM1107957,MNXM1107957[c],c,TRUE,MetanetX conversion,FALSE
cpd12559[c],cpd12559,MNXM1103900,MNXM1103900[c],c,TRUE,MetanetX conversion,FALSE
cpd12407[c],cpd12407,MNXM733595,MNXM733595[c],c,TRUE,MetanetX conversion,FALSE
cpd00102[c],cpd00102,MNXM1373253,MNXM1373253[c],c,TRUE,MetanetX conversion,FALSE
cpd00101[c],cpd00101,MNXM1364029,MNXM1364029[c],c,TRUE,MetanetX conversion,FALSE
cpd00171[c],cpd00171,MNXM145,MNXM145[c],c,TRUE,MetanetX conversion,FALSE
cpd00475[c],cpd00475,MNXM1103205,MNXM1103205[c],c,TRUE,MetanetX conversion,FALSE
cpd00203[c],cpd00203,MNXM1364640,MNXM1364640[c],c,TRUE,MetanetX conversion,FALSE
cpd00236[c],cpd00236,MNXM258,MNXM258[c],c,TRUE,MetanetX conversion,FALSE
cpd00198[c],cpd00198,MNXM186,MNXM186[c],c,TRUE,MetanetX conversion,FALSE
cpd01775[c],cpd01775,MNXM1372185,MNXM1372185[c],c,TRUE,MetanetX conversion,FALSE
cpd01982[c],cpd01982,MNXM1364117,MNXM1364117[c],c,TRUE,MetanetX conversion,FALSE
cpd02642[c],cpd02642,MNXM1489,MNXM1489[c],c,TRUE,MetanetX conversion,FALSE
cpd00104[c],cpd00104,MNXM304,MNXM304[c],c,TRUE,MetanetX conversion,FALSE
cpd03517[c],cpd03517,MNXM1104306,MNXM1104306[c],c,TRUE,MetanetX conversion,FALSE
cpd01311[c],cpd01311,MNXM1020,MNXM1020[c],c,TRUE,MetanetX conversion,FALSE
cpd12713[c],cpd12713,MNXM861,MNXM861[c],c,TRUE,MetanetX conversion,FALSE
cpd03091[c],cpd03091,MNXM1103313,MNXM1103313[c],c,TRUE,MetanetX conversion,FALSE
cpd02375[c],cpd02375,MNXM1103622,MNXM1103622[c],c,TRUE,MetanetX conversion,FALSE
cpd02152[c],cpd02152,MNXM722743,MNXM722743[c],c,TRUE,MetanetX conversion,FALSE
cpd00107[c],cpd00107,MNXM1106761,MNXM1106761[c],c,TRUE,MetanetX conversion,FALSE
cpd00200[c],cpd00200,MNXM404,MNXM404[c],c,TRUE,MetanetX conversion,FALSE
cpd00202[c],cpd00202,MNXM132,MNXM132[c],c,TRUE,MetanetX conversion,FALSE
cpd00114[c],cpd00114,MNXM1101868,MNXM1101868[c],c,TRUE,MetanetX conversion,FALSE
cpd00497[c],cpd00497,MNXM1104385,MNXM1104385[c],c,TRUE,MetanetX conversion,FALSE
cpd00177[c],cpd00177,MNXM735047,MNXM735047[c],c,TRUE,MetanetX conversion,FALSE
cpd00115[c],cpd00115,MNXM286,MNXM286[c],c,TRUE,MetanetX conversion,FALSE
cpd00073[c],cpd00073,MNXM117,MNXM117[c],c,TRUE,MetanetX conversion,FALSE
cpd01324[c],cpd01324,MNXM735455,MNXM735455[c],c,TRUE,MetanetX conversion,FALSE
cpd00119[c],cpd00119,MNXM1107769,MNXM1107769[c],c,TRUE,MetanetX conversion,FALSE
cpd00120[c],cpd00120,MNXM1104300,MNXM1104300[c],c,TRUE,MetanetX conversion,FALSE
cpd03123[c],cpd03123,MNXM1104699,MNXM1104699[c],c,TRUE,MetanetX conversion,FALSE
cpd02230[c],cpd02230,MNXM2063,MNXM2063[c],c,TRUE,MetanetX conversion,FALSE
cpd02484[c],cpd02484,MNXM1365115,MNXM1365115[c],c,TRUE,MetanetX conversion,FALSE
cpd11620[c],cpd11620,MNXM169,MNXM169[c],c,TRUE,MetanetX conversion,FALSE
cpd11621[c],cpd11621,MNXM178,MNXM178[c],c,TRUE,MetanetX conversion,FALSE
cpd02498[c],cpd02498,MNXM734,MNXM734[c],c,TRUE,MetanetX conversion,FALSE
cpd01646[c],cpd01646,MNXM730929,MNXM730929[c],c,TRUE,MetanetX conversion,FALSE
cpd00712[c],cpd00712,MNXM959,MNXM959[c],c,TRUE,MetanetX conversion,FALSE
cpd00055[c],cpd00055,MNXM1365101,MNXM1365101[c],c,TRUE,MetanetX conversion,FALSE
cpd00347[c],cpd00347,MNXM511,MNXM511[c],c,TRUE,MetanetX conversion,FALSE
cpd00207[c],cpd00207,MNXM733114,MNXM733114[c],c,TRUE,MetanetX conversion,FALSE
cpd00126[c],cpd00126,MNXM1101285,MNXM1101285[c],c,TRUE,MetanetX conversion,FALSE
cpd00226[c],cpd00226,MNXM732487,MNXM732487[c],c,TRUE,MetanetX conversion,FALSE
cpd11623[c],cpd11623,MNXM381,MNXM381[c],c,TRUE,MetanetX conversion,FALSE
cpd12381[c],cpd12381,MNXM730665,MNXM730665[c],c,TRUE,MetanetX conversion,FALSE
cpd00343[c],cpd00343,MNXM465,MNXM465[c],c,TRUE,MetanetX conversion,FALSE
cpd00274[c],cpd00274,MNXM732471,MNXM732471[c],c,TRUE,MetanetX conversion,FALSE
cpd02574[c],cpd02574,MNXM1363941,MNXM1363941[c],c,TRUE,MetanetX conversion,FALSE
cpd00147[c],cpd00147,MNXM1101977,MNXM1101977[c],c,TRUE,MetanetX conversion,FALSE
cpd03713[c],cpd03713,MNXM43631,MNXM43631[c],c,TRUE,MetanetX conversion,FALSE
cpd00153[c],cpd00153,MNXM217,MNXM217[c],c,TRUE,MetanetX conversion,FALSE
cpd00809[c],cpd00809,MNXM1334,MNXM1334[c],c,TRUE,MetanetX conversion,FALSE
cpd00635[c],cpd00635,MNXM1364164,MNXM1364164[c],c,TRUE,MetanetX conversion,FALSE
cpd00421[c],cpd00421,MNXM332,MNXM332[c],c,TRUE,MetanetX conversion,FALSE
cpd00166[c],cpd00166,MNXM1104551,MNXM1104551[c],c,TRUE,MetanetX conversion,FALSE
cpd00169[c],cpd00169,MNXM727604,MNXM727604[c],c,TRUE,MetanetX conversion,FALSE
cpd02069[c],cpd02069,MNXM541,MNXM541[c],c,TRUE,MetanetX conversion,FALSE
cpd00294[c],cpd00294,MNXM432,MNXM432[c],c,TRUE,MetanetX conversion,FALSE
cpd12370[c],cpd12370,MNXM2214,MNXM2214[c],c,TRUE,MetanetX conversion,FALSE
cpd11493[c],cpd11493,MNXM740696,MNXM740696[c],c,TRUE,MetanetX conversion,FALSE
cpd00238[c],cpd00238,MNXM733314,MNXM733314[c],c,TRUE,MetanetX conversion,FALSE
cpd00283[c],cpd00283,MNXM100,MNXM100[c],c,TRUE,MetanetX conversion,FALSE
cpd00853[c],cpd00853,MNXM892,MNXM892[c],c,TRUE,MetanetX conversion,FALSE
cpd12271[c],cpd12271,MNXM741393,MNXM741393[c],c,TRUE,MetanetX conversion,FALSE
cpd11608[c],cpd11608,MNXM729066,MNXM729066[c],c,TRUE,MetanetX conversion,FALSE
cpd03474[c],cpd03474,MNXM38125,MNXM38125[c],c,TRUE,MetanetX conversion,FALSE
cpd00932[c],cpd00932,MNXM1365,MNXM1365[c],c,TRUE,MetanetX conversion,FALSE
cpd00346[c],cpd00346,MNXM361,MNXM361[c],c,TRUE,MetanetX conversion,FALSE
cpd11427[c],cpd11427,MNXM732256,MNXM732256[c],c,TRUE,MetanetX conversion,FALSE
cpd11454[c],cpd11454,MNXM740943,MNXM740943[c],c,TRUE,MetanetX conversion,FALSE
cpd00349[c],cpd00349,MNXM507505,MNXM507505[c],c,TRUE,MetanetX conversion,FALSE
cpd00295[c],cpd00295,MNXM436,MNXM436[c],c,TRUE,MetanetX conversion,FALSE
cpd00241[c],cpd00241,MNXM344,MNXM344[c],c,TRUE,MetanetX conversion,FALSE
cpd00282[c],cpd00282,MNXM252,MNXM252[c],c,TRUE,MetanetX conversion,FALSE
cpd00247[c],cpd00247,MNXM235,MNXM235[c],c,TRUE,MetanetX conversion,FALSE
cpd00585[c],cpd00585,MNXM728946,MNXM728946[c],c,TRUE,MetanetX conversion,FALSE
cpd00250[c],cpd00250,MNXM728947,MNXM728947[c],c,TRUE,MetanetX conversion,FALSE
cpd01211[c],cpd01211,MNXM1363724,MNXM1363724[c],c,TRUE,MetanetX conversion,FALSE
cpd00279[c],cpd00279,MNXM1103802,MNXM1103802[c],c,TRUE,MetanetX conversion,FALSE
cpd00292[c],cpd00292,MNXM1104235,MNXM1104235[c],c,TRUE,MetanetX conversion,FALSE
cpd11420[c],cpd11420,MNXM729079,MNXM729079[c],c,TRUE,MetanetX conversion,FALSE
cpd11421[c],cpd11421,MNXM741334,MNXM741334[c],c,TRUE,MetanetX conversion,FALSE
cpd00978[c],cpd00978,MNXM572,MNXM572[c],c,TRUE,MetanetX conversion,FALSE
cpd00356[c],cpd00356,MNXM360,MNXM360[c],c,TRUE,MetanetX conversion,FALSE
cpd00332[c],cpd00332,MNXM1105057,MNXM1105057[c],c,TRUE,MetanetX conversion,FALSE
cpd00357[c],cpd00357,MNXM394,MNXM394[c],c,TRUE,MetanetX conversion,FALSE
cpd00365[c],cpd00365,MNXM1363872,MNXM1363872[c],c,TRUE,MetanetX conversion,FALSE
cpd00304[c],cpd00304,MNXM1364312,MNXM1364312[c],c,TRUE,MetanetX conversion,FALSE
cpd00812[c],cpd00812,MNXM738283,MNXM738283[c],c,TRUE,MetanetX conversion,FALSE
cpd00337[c],cpd00337,MNXM506,MNXM506[c],c,TRUE,MetanetX conversion,FALSE
cpd01720[c],cpd01720,MNXM802,MNXM802[c],c,TRUE,MetanetX conversion,FALSE
cpd02345[c],cpd02345,MNXM1453,MNXM1453[c],c,TRUE,MetanetX conversion,FALSE
cpd00342[c],cpd00342,MNXM817,MNXM817[c],c,TRUE,MetanetX conversion,FALSE
cpd00918[c],cpd00918,MNXM1062,MNXM1062[c],c,TRUE,MetanetX conversion,FALSE
cpd00344[c],cpd00344,MNXM496,MNXM496[c],c,TRUE,MetanetX conversion,FALSE
cpd00378[c],cpd00378,MNXM1231,MNXM1231[c],c,TRUE,MetanetX conversion,FALSE
cpd02197[c],cpd02197,MNXM1091982,MNXM1091982[c],c,TRUE,MetanetX conversion,FALSE
cpd00626[c],cpd00626,MNXM1105949,MNXM1105949[c],c,TRUE,MetanetX conversion,FALSE
cpd02210[c],cpd02210,MNXM730763,MNXM730763[c],c,TRUE,MetanetX conversion,FALSE
cpd00416[c],cpd00416,MNXM1104182,MNXM1104182[c],c,TRUE,MetanetX conversion,FALSE
cpd00383[c],cpd00383,MNXM602,MNXM602[c],c,TRUE,MetanetX conversion,FALSE
cpd02030[c],cpd02030,MNXM1265,MNXM1265[c],c,TRUE,MetanetX conversion,FALSE
cpd01716[c],cpd01716,MNXM611,MNXM611[c],c,TRUE,MetanetX conversion,FALSE
cpd03285[c],cpd03285,MNXM594,MNXM594[c],c,TRUE,MetanetX conversion,FALSE
cpd00802[c],cpd00802,MNXM1104787,MNXM1104787[c],c,TRUE,MetanetX conversion,FALSE
cpd11820[c],cpd11820,MNXM728695,MNXM728695[c],c,TRUE,MetanetX conversion,FALSE
cpd11704[c],cpd11704,MNXM7713,MNXM7713[c],c,TRUE,MetanetX conversion,FALSE
cpd03284[c],cpd03284,MNXM2484,MNXM2484[c],c,TRUE,MetanetX conversion,FALSE
cpd00477[c],cpd00477,MNXM1371649,MNXM1371649[c],c,TRUE,MetanetX conversion,FALSE
cpd02552[c],cpd02552,MNXM1384,MNXM1384[c],c,TRUE,MetanetX conversion,FALSE
cpd00854[c],cpd00854,MNXM645,MNXM645[c],c,TRUE,MetanetX conversion,FALSE
cpd00863[c],cpd00863,MNXM1105856,MNXM1105856[c],c,TRUE,MetanetX conversion,FALSE
cpd11836[c],cpd11836,MNXM738489,MNXM738489[c],c,TRUE,MetanetX conversion,FALSE
cpd11726[c],cpd11726,MNXM7099,MNXM7099[c],c,TRUE,MetanetX conversion,FALSE
cpd01665[c],cpd01665,MNXM4752,MNXM4752[c],c,TRUE,MetanetX conversion,FALSE
cpd00557[c],cpd00557,MNXM1104857,MNXM1104857[c],c,TRUE,MetanetX conversion,FALSE
cpd11751[c],cpd11751,MNXM90668,MNXM90668[c],c,TRUE,MetanetX conversion,FALSE
cpd12194[c],cpd12194,MNXM741216,MNXM741216[c],c,TRUE,MetanetX conversion,FALSE
cpd11755[c],cpd11755,MNXM726875,MNXM726875[c],c,TRUE,MetanetX conversion,FALSE
cpd12308[c],cpd12308,MNXM731691,MNXM731691[c],c,TRUE,MetanetX conversion,FALSE
cpd00873[c],cpd00873,MNXM1108016,MNXM1108016[c],c,TRUE,MetanetX conversion,FALSE
cpd00641[c],cpd00641,MNXM1281,MNXM1281[c],c,TRUE,MetanetX conversion,FALSE
cpd11767[c],cpd11767,MNXM96319,MNXM96319[c],c,TRUE,MetanetX conversion,FALSE
cpd12182[c],cpd12182,MNXM1101895,MNXM1101895[c],c,TRUE,MetanetX conversion,FALSE
cpd00834[c],cpd00834,MNXM373,MNXM373[c],c,TRUE,MetanetX conversion,FALSE
cpd00655[c],cpd00655,MNXM1104543,MNXM1104543[c],c,TRUE,MetanetX conversion,FALSE
cpd00035[c],cpd00035,MNXM1105732,MNXM1105732[c],c,TRUE,MetanetX conversion,FALSE
cpd11906[c],cpd11906,MNXM89576,MNXM89576[c],c,TRUE,MetanetX conversion,FALSE
cpd11770[c],cpd11770,MNXM741305,MNXM741305[c],c,TRUE,MetanetX conversion,FALSE
cpd00673[c],cpd00673,MNXM1373477,MNXM1373477[c],c,TRUE,MetanetX conversion,FALSE
cpd03034[c],cpd03034,MNXM1363403,MNXM1363403[c],c,TRUE,MetanetX conversion,FALSE
cpd00954[c],cpd00954,MNXM728662,MNXM728662[c],c,TRUE,MetanetX conversion,FALSE
cpd00443[c],cpd00443,MNXM421,MNXM421[c],c,TRUE,MetanetX conversion,FALSE
cpd00683[c],cpd00683,MNXM722728,MNXM722728[c],c,TRUE,MetanetX conversion,FALSE
cpd02920[c],cpd02920,MNXM727068,MNXM727068[c],c,TRUE,MetanetX conversion,FALSE
cpd00699[c],cpd00699,MNXM736874,MNXM736874[c],c,TRUE,MetanetX conversion,FALSE
cpd03456[c],cpd03456,MNXM732926,MNXM732926[c],c,TRUE,MetanetX conversion,FALSE
cpd00764[c],cpd00764,MNXM1140,MNXM1140[c],c,TRUE,MetanetX conversion,FALSE
cpd00800[c],cpd00800,MNXM726864,MNXM726864[c],c,TRUE,MetanetX conversion,FALSE
cpd02701[c],cpd02701,MNXM733832,MNXM733832[c],c,TRUE,MetanetX conversion,FALSE
cpd00807[c],cpd00807,MNXM1482,MNXM1482[c],c,TRUE,MetanetX conversion,FALSE
cpd00930[c],cpd00930,MNXM1456,MNXM1456[c],c,TRUE,MetanetX conversion,FALSE
cpd02666[c],cpd02666,MNXM730898,MNXM730898[c],c,TRUE,MetanetX conversion,FALSE
cpd03320[c],cpd03320,MNXM1363715,MNXM1363715[c],c,TRUE,MetanetX conversion,FALSE
