orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed
N6aclysL[c],N6aclysL,N6aclysL,N6aclysL[c],c,FALSE,Unchanged,FALSE
ahcys[c],ahcys,MNXM1102167,MNXM1102167[c],c,TRUE,MetanetX conversion,FALSE
acac[m],acac,MNXM729595,MNXM729595[m],m,TRUE,MetanetX conversion,FALSE
glu5sa[c],glu5sa,MNXM1093051,MNXM1093051[c],c,TRUE,MetanetX conversion,FALSE
oc2eACP[c],oc2eACP,oc2eACP,oc2eACP[c],c,FALSE,Unchanged,FALSE
2E5Zddccoa[m],2E5Zddccoa,2E5Zddccoa,2E5Zddccoa[m],m,FALSE,Unchanged,FALSE
zym_int2[r],zym_int2,MNXM733491,MNXM733491[r],r,TRUE,MetanetX conversion,FALSE
3o5Zddccoa[m],3o5Zddccoa,3o5Zddccoa,3o5Zddccoa[m],m,FALSE,Unchanged,FALSE
4mzym_int1[r],4mzym_int1,MNXM732410,MNXM732410[r],r,TRUE,MetanetX conversion,FALSE
3hddcACP[c],3hddcACP,3hddcACP,3hddcACP[c],c,FALSE,Unchanged,FALSE
3h7Z10Z13Zhxdcoa[m],3h7Z10Z13Zhxdcoa,3h7Z10Z13Zhxdcoa,3h7Z10Z13Zhxdcoa[m],m,FALSE,Unchanged,FALSE
fru[c],fru,MNXM1364246,MNXM1364246[c],c,TRUE,MetanetX conversion,FALSE
oaa[c],oaa,MNXM46,MNXM46[c],c,TRUE,MetanetX conversion,FALSE
td2eACP[c],td2eACP,td2eACP,td2eACP[c],c,FALSE,Unchanged,FALSE
ash_1g[c],ash_1g,ash_1g,ash_1g[c],c,FALSE,Unchanged,FALSE
ergst_1g[r],ergst_1g,ergst_1g,ergst_1g[r],r,FALSE,Unchanged,FALSE
lycop[c],lycop,MNXM736242,MNXM736242[c],c,TRUE,MetanetX conversion,FALSE
frdp[c],frdp,MNXM1363934,MNXM1363934[c],c,TRUE,MetanetX conversion,FALSE
ump[c],ump,MNXM1104823,MNXM1104823[c],c,TRUE,MetanetX conversion,FALSE
ncam[c],ncam,MNXM216,MNXM216[c],c,TRUE,MetanetX conversion,FALSE
ps[m],ps,ps,ps[m],m,FALSE,Unchanged,FALSE
trnathr[c],trnathr,MNXM1543945,MNXM1543945[c],c,TRUE,MetanetX conversion,FALSE
adn[c],adn,MNXM1105760,MNXM1105760[c],c,TRUE,MetanetX conversion,FALSE
2Eocdcoa[x],2Eocdcoa,2Eocdcoa,2Eocdcoa[x],x,FALSE,Unchanged,FALSE
tdcoa[c],tdcoa,MNXM1104283,MNXM1104283[c],c,TRUE,MetanetX conversion,FALSE
7Z10Z13Zhxdcoa[x],7Z10Z13Zhxdcoa,7Z10Z13Zhxdcoa,7Z10Z13Zhxdcoa[x],x,FALSE,Unchanged,FALSE
5aop[c],5aop,MNXM405,MNXM405[c],c,TRUE,MetanetX conversion,FALSE
44mzym[r],44mzym,MNXM37116,MNXM37116[r],r,TRUE,MetanetX conversion,FALSE
gam6p[c],gam6p,MNXM1104065,MNXM1104065[c],c,TRUE,MetanetX conversion,FALSE
dgmp[c],dgmp,MNXM736654,MNXM736654[c],c,TRUE,MetanetX conversion,FALSE
hxa[m],hxa,MNXM1653,MNXM1653[m],m,TRUE,MetanetX conversion,FALSE
3c2hmp[c],3c2hmp,MNXM741109,MNXM741109[c],c,TRUE,MetanetX conversion,FALSE
2Earachcoa[r],2Earachcoa,2Earachcoa,2Earachcoa[r],r,FALSE,Unchanged,FALSE
5aprbu[c],5aprbu,MNXM1365818,MNXM1365818[c],c,TRUE,MetanetX conversion,FALSE
3o7Z10Zhxdcoa[x],3o7Z10Zhxdcoa,3o7Z10Zhxdcoa,3o7Z10Zhxdcoa[x],x,FALSE,Unchanged,FALSE
f1p[c],f1p,MNXM1104787,MNXM1104787[c],c,TRUE,MetanetX conversion,FALSE
3ooccoa[m],3ooccoa,3ooccoa,3ooccoa[m],m,FALSE,Unchanged,FALSE
2Ehxdcoa[m],2Ehxdcoa,2Ehxdcoa,2Ehxdcoa[m],m,FALSE,Unchanged,FALSE
23dhmb[m],23dhmb,MNXM734,MNXM734[m],m,TRUE,MetanetX conversion,FALSE
3c3hmp[c],3c3hmp,MNXM730929,MNXM730929[c],c,TRUE,MetanetX conversion,FALSE
ps[c],ps,ps,ps[c],c,FALSE,Unchanged,FALSE
25aics[c],25aics,MNXM1104647,MNXM1104647[c],c,TRUE,MetanetX conversion,FALSE
epiester[r],epiester,epiester,epiester[r],r,FALSE,Unchanged,FALSE
2obut[c],2obut,MNXM159,MNXM159[c],c,TRUE,MetanetX conversion,FALSE
acrn[x],acrn,MNXM726103,MNXM726103[x],x,TRUE,MetanetX conversion,FALSE
3hoccoa[x],3hoccoa,3hoccoa,3hoccoa[x],x,FALSE,Unchanged,FALSE
mevR[c],mevR,MNXM1105057,MNXM1105057[c],c,TRUE,MetanetX conversion,FALSE
3h6Z9Zddccoa[m],3h6Z9Zddccoa,3h6Z9Zddccoa,3h6Z9Zddccoa[m],m,FALSE,Unchanged,FALSE
3h9Z12Zlnlccoa[x],3h9Z12Zlnlccoa,3h9Z12Zlnlccoa,3h9Z12Zlnlccoa[x],x,FALSE,Unchanged,FALSE
3o7Zdccoa[x],3o7Zdccoa,3o7Zdccoa,3o7Zdccoa[x],x,FALSE,Unchanged,FALSE
2ahbut[m],2ahbut,MNXM726902,MNXM726902[m],m,TRUE,MetanetX conversion,FALSE
chitos[c],chitos,MNXM732463,MNXM732463[c],c,TRUE,MetanetX conversion,FALSE
2Ebtcoa[x],2Ebtcoa,2Ebtcoa,2Ebtcoa[x],x,FALSE,Unchanged,FALSE
dad5[c],dad5,dad5,dad5[c],c,FALSE,Unchanged,FALSE
4mzym_int2[r],4mzym_int2,MNXM1372351,MNXM1372351[r],r,TRUE,MetanetX conversion,FALSE
1pyr5c[c],1pyr5c,MNXM1105060,MNXM1105060[c],c,TRUE,MetanetX conversion,FALSE
icit[m],icit,MNXM89661,MNXM89661[m],m,TRUE,MetanetX conversion,FALSE
hxdACP[c],hxdACP,hxdACP,hxdACP[c],c,FALSE,Unchanged,FALSE
dca[c],dca,MNXM1043,MNXM1043[c],c,TRUE,MetanetX conversion,FALSE
hco3[n],hco3,MNXM1094693,MNXM1094693[n],n,TRUE,MetanetX conversion,FALSE
3o5Z8Z11Ztdcoa[x],3o5Z8Z11Ztdcoa,3o5Z8Z11Ztdcoa,3o5Z8Z11Ztdcoa[x],x,FALSE,Unchanged,FALSE
glyc[c],glyc,MNXM89612,MNXM89612[c],c,TRUE,MetanetX conversion,FALSE
4mhetz[c],4mhetz,MNXM962,MNXM962[c],c,TRUE,MetanetX conversion,FALSE
spmd[c],spmd,MNXM124,MNXM124[c],c,TRUE,MetanetX conversion,FALSE
ac[c],ac,MNXM26,MNXM26[c],c,TRUE,MetanetX conversion,FALSE
dad5[m],dad5,dad5,dad5[m],m,FALSE,Unchanged,FALSE
malACP[c],malACP,MNXM731937,MNXM731937[c],c,TRUE,MetanetX conversion,FALSE
3o9Zhxdcoa[x],3o9Zhxdcoa,3o9Zhxdcoa,3o9Zhxdcoa[x],x,FALSE,Unchanged,FALSE
phytoe[c],phytoe,MNXM1371262,MNXM1371262[c],c,TRUE,MetanetX conversion,FALSE
3hocdcoa[m],3hocdcoa,3hocdcoa,3hocdcoa[m],m,FALSE,Unchanged,FALSE
occoa[c],occoa,MNXM1093479,MNXM1093479[c],c,TRUE,MetanetX conversion,FALSE
tda[x],tda,tda,tda[x],x,FALSE,Unchanged,FALSE
3Zhxcoa[x],3Zhxcoa,3Zhxcoa,3Zhxcoa[x],x,FALSE,Unchanged,FALSE
crn[m],crn,MNXM1105736,MNXM1105736[m],m,TRUE,MetanetX conversion,FALSE
3hhxACP[c],3hhxACP,3hhxACP,3hhxACP[c],c,FALSE,Unchanged,FALSE
7Z10Zhxdcoa[x],7Z10Zhxdcoa,7Z10Zhxdcoa,7Z10Zhxdcoa[x],x,FALSE,Unchanged,FALSE
3oocdcoa[m],3oocdcoa,3oocdcoa,3oocdcoa[m],m,FALSE,Unchanged,FALSE
pan4p[c],pan4p,MNXM373,MNXM373[c],c,TRUE,MetanetX conversion,FALSE
2E5Zoccoa[m],2E5Zoccoa,2E5Zoccoa,2E5Zoccoa[m],m,FALSE,Unchanged,FALSE
pppg9[c],pppg9,MNXM351,MNXM351[c],c,TRUE,MetanetX conversion,FALSE
etoh[e],etoh,MNXM1108092,MNXM1108092[e],e,TRUE,MetanetX conversion,FALSE
glcn[c],glcn,MNXM341,MNXM341[c],c,TRUE,MetanetX conversion,FALSE
3o7Ztdcoa[m],3o7Ztdcoa,3o7Ztdcoa,3o7Ztdcoa[m],m,FALSE,Unchanged,FALSE
ppi[m],ppi,MNXM11,MNXM11[m],m,TRUE,MetanetX conversion,FALSE
2EglutmeACP[c],2EglutmeACP,2EglutmeACP,2EglutmeACP[c],c,FALSE,Unchanged,FALSE
ribflv[e],ribflv,MNXM270,MNXM270[e],e,TRUE,MetanetX conversion,FALSE
3h6Z9Zddccoa[x],3h6Z9Zddccoa,3h6Z9Zddccoa,3h6Z9Zddccoa[x],x,FALSE,Unchanged,FALSE
cystrna[c],cystrna,MNXM1543098,MNXM1543098[c],c,TRUE,MetanetX conversion,FALSE
2Eddccoa[m],2Eddccoa,2Eddccoa,2Eddccoa[m],m,FALSE,Unchanged,FALSE
pyam5p[c],pyam5p,MNXM366,MNXM366[c],c,TRUE,MetanetX conversion,FALSE
aacoa[m],aacoa,MNXM1103802,MNXM1103802[m],m,TRUE,MetanetX conversion,FALSE
mtpp[c],mtpp,MNXM1543660,MNXM1543660[c],c,TRUE,MetanetX conversion,FALSE
dtbt[m],dtbt,MNXM1020,MNXM1020[m],m,TRUE,MetanetX conversion,FALSE
tdcoa[m],tdcoa,MNXM1104283,MNXM1104283[m],m,TRUE,MetanetX conversion,FALSE
dcACP[c],dcACP,dcACP,dcACP[c],c,FALSE,Unchanged,FALSE
oca[c],oca,MNXM114347,MNXM114347[c],c,TRUE,MetanetX conversion,FALSE
dc2eACP[c],dc2eACP,dc2eACP,dc2eACP[c],c,FALSE,Unchanged,FALSE
phytof[c],phytof,MNXM147288,MNXM147288[c],c,TRUE,MetanetX conversion,FALSE
