orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed
fad[m],fad,MNXM1364297,MNXM1364297[m],m,TRUE,MetanetX conversion,FALSE
3ohptcoa[x],3ohptcoa,3ohptcoa,3ohptcoa[x],x,FALSE,Unchanged,FALSE
but[e],but,MNXM458,MNXM458[e],e,TRUE,MetanetX conversion,FALSE
actnR[c],actnR,actnR,actnR[c],c,FALSE,Unchanged,FALSE
sucsal[e],sucsal,MNXM172,MNXM172[e],e,TRUE,MetanetX conversion,FALSE
1aglyc[c],1aglyc,1aglyc,1aglyc[c],c,FALSE,Unchanged,FALSE
g6p[c],g6p,MNXM1364259,MNXM1364259[c],c,TRUE,MetanetX conversion,FALSE
chitin[e],chitin,MNXM1542981,MNXM1542981[e],e,TRUE,MetanetX conversion,FALSE
udp[m],udp,MNXM1102128,MNXM1102128[m],m,TRUE,MetanetX conversion,FALSE
e4p[c],e4p,MNXM258,MNXM258[c],c,TRUE,MetanetX conversion,FALSE
fum[m],fum,MNXM737340,MNXM737340[m],m,TRUE,MetanetX conversion,FALSE
trnaphe[c],trnaphe,MNXM1543941,MNXM1543941[c],c,TRUE,MetanetX conversion,FALSE
gbiose[e],gbiose,gbiose,gbiose[e],e,FALSE,Unchanged,FALSE
coa[x],coa,MNXM727276,MNXM727276[x],x,TRUE,MetanetX conversion,FALSE
ipdp[m],ipdp,MNXM83,MNXM83[m],m,TRUE,MetanetX conversion,FALSE
for[c],for,MNXM39,MNXM39[c],c,TRUE,MetanetX conversion,FALSE
8aonn[c],8aonn,MNXM726864,MNXM726864[c],c,TRUE,MetanetX conversion,FALSE
for[e],for,MNXM39,MNXM39[e],e,TRUE,MetanetX conversion,FALSE
10Ehpda[c],10Ehpda,10Ehpda,10Ehpda[c],c,FALSE,Unchanged,FALSE
glnL[e],glnL,glnL,glnL[e],e,FALSE,Unchanged,FALSE
trpL[c],trpL,trpL,trpL[c],c,FALSE,Unchanged,FALSE
pgp[m],pgp,pgp,pgp[m],m,FALSE,Unchanged,FALSE
clpn[m],clpn,clpn,clpn[m],m,FALSE,Unchanged,FALSE
hxdal[c],hxdal,hxdal,hxdal[c],c,FALSE,Unchanged,FALSE
nadh[x],nadh,MNXM10,MNXM10[x],x,TRUE,MetanetX conversion,FALSE
xu5pD[c],xu5pD,xu5pD,xu5pD[c],c,FALSE,Unchanged,FALSE
co2[e],co2,MNXM13,MNXM13[e],e,TRUE,MetanetX conversion,FALSE
pyr[c],pyr,MNXM23,MNXM23[c],c,TRUE,MetanetX conversion,FALSE
guaiacol[c],guaiacol,guaiacol,guaiacol[c],c,FALSE,Unchanged,FALSE
glutrna[c],glutrna,MNXM731032,MNXM731032[c],c,TRUE,MetanetX conversion,FALSE
pendp[m],pendp,MNXM732668,MNXM732668[m],m,TRUE,MetanetX conversion,FALSE
cystL[c],cystL,cystL,cystL[c],c,FALSE,Unchanged,FALSE
tda[c],tda,tda,tda[c],c,FALSE,Unchanged,FALSE
pe[m],pe,pe,pe[m],m,FALSE,Unchanged,FALSE
conialdh[c],conialdh,MNXM858,MNXM858[c],c,TRUE,MetanetX conversion,FALSE
12dgr[m],12dgr,12dgr,12dgr[m],m,FALSE,Unchanged,FALSE
psd[c],psd,psd,psd[c],c,FALSE,Unchanged,FALSE
pc_monounsat_1g[c],pc_monounsat_1g,pc_monounsat_1g,pc_monounsat_1g[c],c,FALSE,Unchanged,FALSE
3c3hmp[m],3c3hmp,MNXM730929,MNXM730929[m],m,TRUE,MetanetX conversion,FALSE
co2[m],co2,MNXM13,MNXM13[m],m,TRUE,MetanetX conversion,FALSE
3mbald[c],3mbald,MNXM1711,MNXM1711[c],c,TRUE,MetanetX conversion,FALSE
eryt[c],eryt,eryt,eryt[c],c,FALSE,Unchanged,FALSE
pe[c],pe,pe,pe[c],c,FALSE,Unchanged,FALSE
rbt[e],rbt,MNXM1820,MNXM1820[e],e,TRUE,MetanetX conversion,FALSE
4mop[m],4mop,MNXM404,MNXM404[m],m,TRUE,MetanetX conversion,FALSE
acoa[c],acoa,MNXM1526020,MNXM1526020[c],c,TRUE,MetanetX conversion,FALSE
lacL[c],lacL,lacL,lacL[c],c,FALSE,Unchanged,FALSE
uri[e],uri,MNXM1103104,MNXM1103104[e],e,TRUE,MetanetX conversion,FALSE
threitolL[c],threitolL,threitolL,threitolL[c],c,FALSE,Unchanged,FALSE
nadph[c],nadph,MNXM738702,MNXM738702[c],c,TRUE,MetanetX conversion,FALSE
d5ru1p[c],d5ru1p,d5ru1p,d5ru1p[c],c,FALSE,Unchanged,FALSE
25bishydroxymethylfuran[e],25bishydroxymethylfuran,25bishydroxymethylfuran,25bishydroxymethylfuran[e],e,FALSE,Unchanged,FALSE
metL[e],metL,metL,metL[e],e,FALSE,Unchanged,FALSE
torularhodin[c],torularhodin,torularhodin,torularhodin[c],c,FALSE,Unchanged,FALSE
furfural[e],furfural,furfural,furfural[e],e,FALSE,Unchanged,FALSE
4abutn[c],4abutn,MNXM422,MNXM422[c],c,TRUE,MetanetX conversion,FALSE
btal[c],btal,MNXM1017,MNXM1017[c],c,TRUE,MetanetX conversion,FALSE
bzalc[c],bzalc,MNXM562,MNXM562[c],c,TRUE,MetanetX conversion,FALSE
L2aadp6sa[c],L2aadp6sa,MNXM1364723,MNXM1364723[c],c,TRUE,MetanetX conversion,FALSE
dtbt[c],dtbt,MNXM1020,MNXM1020[c],c,TRUE,MetanetX conversion,FALSE
ump[e],ump,MNXM1104823,MNXM1104823[e],e,TRUE,MetanetX conversion,FALSE
iamac[e],iamac,MNXM7451,MNXM7451[e],e,TRUE,MetanetX conversion,FALSE
csn[c],csn,MNXM761,MNXM761[c],c,TRUE,MetanetX conversion,FALSE
dgsn[e],dgsn,MNXM647,MNXM647[e],e,TRUE,MetanetX conversion,FALSE
2mbald[e],2mbald,MNXM2604,MNXM2604[e],e,TRUE,MetanetX conversion,FALSE
rnam[e],rnam,MNXM1101283,MNXM1101283[e],e,TRUE,MetanetX conversion,FALSE
lacL[e],lacL,lacL,lacL[e],e,FALSE,Unchanged,FALSE
ficytc[m],ficytc,MNXM731967,MNXM731967[m],m,TRUE,MetanetX conversion,FALSE
25bishydroxymethylfuran[c],25bishydroxymethylfuran,25bishydroxymethylfuran,25bishydroxymethylfuran[c],c,FALSE,Unchanged,FALSE
2hp6mp[m],2hp6mp,MNXM1370410,MNXM1370410[m],m,TRUE,MetanetX conversion,FALSE
pap[e],pap,MNXM1103458,MNXM1103458[e],e,TRUE,MetanetX conversion,FALSE
cmp[m],cmp,MNXM1103302,MNXM1103302[m],m,TRUE,MetanetX conversion,FALSE
3h10Ehpdcoa[x],3h10Ehpdcoa,3h10Ehpdcoa,3h10Ehpdcoa[x],x,FALSE,Unchanged,FALSE
dha[e],dha,MNXM460,MNXM460[e],e,TRUE,MetanetX conversion,FALSE
alaD[e],alaD,alaD,alaD[e],e,FALSE,Unchanged,FALSE
dscl[c],dscl,MNXM1373208,MNXM1373208[c],c,TRUE,MetanetX conversion,FALSE
gly[m],gly,MNXM29,MNXM29[m],m,TRUE,MetanetX conversion,FALSE
gsn[e],gsn,MNXM1103400,MNXM1103400[e],e,TRUE,MetanetX conversion,FALSE
pcrn[m],pcrn,MNXM1105887,MNXM1105887[m],m,TRUE,MetanetX conversion,FALSE
gluL[x],gluL,gluL,gluL[x],x,FALSE,Unchanged,FALSE
man[e],man,MNXM1364255,MNXM1364255[e],e,TRUE,MetanetX conversion,FALSE
fadh2[m],fadh2,MNXM1105762,MNXM1105762[m],m,TRUE,MetanetX conversion,FALSE
iletrna[c],iletrna,MNXM1543464,MNXM1543464[c],c,TRUE,MetanetX conversion,FALSE
ferulcoa[c],ferulcoa,MNXM1370322,MNXM1370322[c],c,TRUE,MetanetX conversion,FALSE
adn[e],adn,MNXM1105760,MNXM1105760[e],e,TRUE,MetanetX conversion,FALSE
hydroxytorulene[c],hydroxytorulene,hydroxytorulene,hydroxytorulene[c],c,FALSE,Unchanged,FALSE
ppal[c],ppal,MNXM821,MNXM821[c],c,TRUE,MetanetX conversion,FALSE
etha[e],etha,MNXM218,MNXM218[e],e,TRUE,MetanetX conversion,FALSE
fmn[c],fmn,MNXM1364295,MNXM1364295[c],c,TRUE,MetanetX conversion,FALSE
2Enncoa[x],2Enncoa,2Enncoa,2Enncoa[x],x,FALSE,Unchanged,FALSE
amob[c],amob,MNXM733831,MNXM733831[c],c,TRUE,MetanetX conversion,FALSE
epimel[c],epimel,epimel,epimel[c],c,FALSE,Unchanged,FALSE
glycogen_1g[c],glycogen_1g,glycogen_1g,glycogen_1g[c],c,FALSE,Unchanged,FALSE
torulene[e],torulene,torulene,torulene[e],e,FALSE,Unchanged,FALSE
o2[m],o2,MNXM735438,MNXM735438[m],m,TRUE,MetanetX conversion,FALSE
aspL[c],aspL,aspL,aspL[c],c,FALSE,Unchanged,FALSE
34hpp[c],34hpp,MNXM153,MNXM153[c],c,TRUE,MetanetX conversion,FALSE
pmtcoa[c],pmtcoa,MNXM1106160,MNXM1106160[c],c,TRUE,MetanetX conversion,FALSE
crn[c],crn,MNXM1105736,MNXM1105736[c],c,TRUE,MetanetX conversion,FALSE
epimel[e],epimel,epimel,epimel[e],e,FALSE,Unchanged,FALSE
dmetha[c],dmetha,dmetha,dmetha[c],c,FALSE,Unchanged,FALSE
cystL[e],cystL,cystL,cystL[e],e,FALSE,Unchanged,FALSE
hpyr[c],hpyr,MNXM392,MNXM392[c],c,TRUE,MetanetX conversion,FALSE
thrtrna[c],thrtrna,MNXM1543898,MNXM1543898[c],c,TRUE,MetanetX conversion,FALSE
8aonn[e],8aonn,MNXM726864,MNXM726864[e],e,TRUE,MetanetX conversion,FALSE
13BDglcn_1g[c],13BDglcn_1g,13BDglcn_1g,13BDglcn_1g[c],c,FALSE,Unchanged,FALSE
thm[e],thm,MNXM730135,MNXM730135[e],e,TRUE,MetanetX conversion,FALSE
metha[c],metha,metha,metha[c],c,FALSE,Unchanged,FALSE
o2[r],o2,MNXM735438,MNXM735438[r],r,TRUE,MetanetX conversion,FALSE
dtmp[e],dtmp,MNXM257,MNXM257[e],e,TRUE,MetanetX conversion,FALSE
xylt[c],xylt,MNXM737068,MNXM737068[c],c,TRUE,MetanetX conversion,FALSE
4etpheoh[e],4etpheoh,4etpheoh,4etpheoh[e],e,FALSE,Unchanged,FALSE
pydx5p[c],pydx5p,MNXM161,MNXM161[c],c,TRUE,MetanetX conversion,FALSE
mtpp[e],mtpp,MNXM1543660,MNXM1543660[e],e,TRUE,MetanetX conversion,FALSE
3optcoa[x],3optcoa,MNXM147794,MNXM147794[x],x,TRUE,MetanetX conversion,FALSE
thmtp[c],thmtp,MNXM1341,MNXM1341[c],c,TRUE,MetanetX conversion,FALSE
dad_2[c],dad_2,MNXM625,MNXM625[c],c,TRUE,MetanetX conversion,FALSE
hisL[e],hisL,hisL,hisL[e],e,FALSE,Unchanged,FALSE
ggdp[e],ggdp,MNXM728266,MNXM728266[e],e,TRUE,MetanetX conversion,FALSE
ac[e],ac,MNXM26,MNXM26[e],e,TRUE,MetanetX conversion,FALSE
2hglutR[m],2hglutR,2hglutR,2hglutR[m],m,FALSE,Unchanged,FALSE
trnaser[c],trnaser,MNXM1543944,MNXM1543944[c],c,TRUE,MetanetX conversion,FALSE
aspL[x],aspL,aspL,aspL[x],x,FALSE,Unchanged,FALSE
glx[x],glx,MNXM69,MNXM69[x],x,TRUE,MetanetX conversion,FALSE
3mop[e],3mop,MNXM1363947,MNXM1363947[e],e,TRUE,MetanetX conversion,FALSE
ibutoh[c],ibutoh,MNXM5188,MNXM5188[c],c,TRUE,MetanetX conversion,FALSE
3h8Eptdcoa[x],3h8Eptdcoa,3h8Eptdcoa,3h8Eptdcoa[x],x,FALSE,Unchanged,FALSE
rblD[c],rblD,rblD,rblD[c],c,FALSE,Unchanged,FALSE
hco3[c],hco3,MNXM1094693,MNXM1094693[c],c,TRUE,MetanetX conversion,FALSE
glycogen[e],glycogen,MNXM738130,MNXM738130[e],e,TRUE,MetanetX conversion,FALSE
ficytc[c],ficytc,MNXM731967,MNXM731967[c],c,TRUE,MetanetX conversion,FALSE
ergst[r],ergst,MNXM741449,MNXM741449[r],r,TRUE,MetanetX conversion,FALSE
meoh[c],meoh,MNXM729799,MNXM729799[c],c,TRUE,MetanetX conversion,FALSE
pi[c],pi,MNXM9,MNXM9[c],c,TRUE,MetanetX conversion,FALSE
r1p[c],r1p,MNXM1103205,MNXM1103205[c],c,TRUE,MetanetX conversion,FALSE
abtD[e],abtD,abtD,abtD[e],e,FALSE,Unchanged,FALSE
lacD[x],lacD,lacD,lacD[x],x,FALSE,Unchanged,FALSE
agalino[e],agalino,agalino,agalino[e],e,FALSE,Unchanged,FALSE
cpppg3[c],cpppg3,MNXM735625,MNXM735625[c],c,TRUE,MetanetX conversion,FALSE
2E8Eptdcoa[x],2E8Eptdcoa,2E8Eptdcoa,2E8Eptdcoa[x],x,FALSE,Unchanged,FALSE
10Ehpdcoa[c],10Ehpdcoa,10Ehpdcoa,10Ehpdcoa[c],c,FALSE,Unchanged,FALSE
malL[x],malL,malL,malL[x],x,FALSE,Unchanged,FALSE
malL[m],malL,malL,malL[m],m,FALSE,Unchanged,FALSE
nadp[c],nadp,MNXM5,MNXM5[c],c,TRUE,MetanetX conversion,FALSE
3hmp[e],3hmp,MNXM1105921,MNXM1105921[e],e,TRUE,MetanetX conversion,FALSE
amet[e],amet,MNXM1363866,MNXM1363866[e],e,TRUE,MetanetX conversion,FALSE
methf[m],methf,MNXM511,MNXM511[m],m,TRUE,MetanetX conversion,FALSE
2oxoadp[c],2oxoadp,MNXM263,MNXM263[c],c,TRUE,MetanetX conversion,FALSE
protein_1g[c],protein_1g,protein_1g,protein_1g[c],c,FALSE,Unchanged,FALSE
caro[c],caro,MNXM1108250,MNXM1108250[c],c,TRUE,MetanetX conversion,FALSE
2deh3dxyla[c],2deh3dxyla,2deh3dxyla,2deh3dxyla[c],c,FALSE,Unchanged,FALSE
nadp[r],nadp,MNXM5,MNXM5[r],r,TRUE,MetanetX conversion,FALSE
3mop[c],3mop,MNXM1363947,MNXM1363947[c],c,TRUE,MetanetX conversion,FALSE
cysL[c],cysL,cysL,cysL[c],c,FALSE,Unchanged,FALSE
malt[e],malt,MNXM1106000,MNXM1106000[e],e,TRUE,MetanetX conversion,FALSE
pheme[m],pheme,MNXM1369759,MNXM1369759[m],m,TRUE,MetanetX conversion,FALSE
ribD[c],ribD,ribD,ribD[c],c,FALSE,Unchanged,FALSE
dudp[c],dudp,MNXM572,MNXM572[c],c,TRUE,MetanetX conversion,FALSE
d5r1p[c],d5r1p,d5r1p,d5r1p[c],c,FALSE,Unchanged,FALSE
10fthf[m],10fthf,MNXM1102376,MNXM1102376[m],m,TRUE,MetanetX conversion,FALSE
dutp[c],dutp,MNXM452,MNXM452[c],c,TRUE,MetanetX conversion,FALSE
glycR[c],glycR,glycR,glycR[c],c,FALSE,Unchanged,FALSE
srbL[e],srbL,srbL,srbL[e],e,FALSE,Unchanged,FALSE
ggdp[c],ggdp,MNXM728266,MNXM728266[c],c,TRUE,MetanetX conversion,FALSE
zymester[e],zymester,zymester,zymester[e],e,FALSE,Unchanged,FALSE
orn[c],orn,MNXM741175,MNXM741175[c],c,TRUE,MetanetX conversion,FALSE
glyc3p[c],glyc3p,MNXM66,MNXM66[c],c,TRUE,MetanetX conversion,FALSE
cmp[c],cmp,MNXM1103302,MNXM1103302[c],c,TRUE,MetanetX conversion,FALSE
ura[e],ura,MNXM1369194,MNXM1369194[e],e,TRUE,MetanetX conversion,FALSE
h2s[m],h2s,MNXM1366923,MNXM1366923[m],m,TRUE,MetanetX conversion,FALSE
dgdp[c],dgdp,MNXM436,MNXM436[c],c,TRUE,MetanetX conversion,FALSE
pcrn[x],pcrn,MNXM1105887,MNXM1105887[x],x,TRUE,MetanetX conversion,FALSE
dpcoa[c],dpcoa,MNXM1104543,MNXM1104543[c],c,TRUE,MetanetX conversion,FALSE
mannan[c],mannan,MNXM1543641,MNXM1543641[c],c,TRUE,MetanetX conversion,FALSE
gcald[e],gcald,MNXM734590,MNXM734590[e],e,TRUE,MetanetX conversion,FALSE
rhmn[c],rhmn,MNXM1094097,MNXM1094097[c],c,TRUE,MetanetX conversion,FALSE
trnalys[c],trnalys,MNXM1543939,MNXM1543939[c],c,TRUE,MetanetX conversion,FALSE
pyr[e],pyr,MNXM23,MNXM23[e],e,TRUE,MetanetX conversion,FALSE
pap[c],pap,MNXM1103458,MNXM1103458[c],c,TRUE,MetanetX conversion,FALSE
gthrd[e],gthrd,MNXM490899,MNXM490899[e],e,TRUE,MetanetX conversion,FALSE
oaa[e],oaa,MNXM46,MNXM46[e],e,TRUE,MetanetX conversion,FALSE
pi[m],pi,MNXM9,MNXM9[m],m,TRUE,MetanetX conversion,FALSE
3mgcoa[m],3mgcoa,MNXM1365107,MNXM1365107[m],m,TRUE,MetanetX conversion,FALSE
rhamlac[e],rhamlac,rhamlac,rhamlac[e],e,FALSE,Unchanged,FALSE
but[m],but,MNXM458,MNXM458[m],m,TRUE,MetanetX conversion,FALSE
nadph[r],nadph,MNXM738702,MNXM738702[r],r,TRUE,MetanetX conversion,FALSE
co2[n],co2,MNXM13,MNXM13[n],n,TRUE,MetanetX conversion,FALSE
trnatrp[c],trnatrp,MNXM1543947,MNXM1543947[c],c,TRUE,MetanetX conversion,FALSE
dhap[x],dhap,MNXM77,MNXM77[x],x,TRUE,MetanetX conversion,FALSE
4vinylphenol[c],4vinylphenol,4vinylphenol,4vinylphenol[c],c,FALSE,Unchanged,FALSE
h[m],h,MNXM1,MNXM1[m],m,TRUE,MetanetX conversion,FALSE
xyluD[e],xyluD,xyluD,xyluD[e],e,FALSE,Unchanged,FALSE
gluL[e],gluL,gluL,gluL[e],e,FALSE,Unchanged,FALSE
2E4Eundcoa[x],2E4Eundcoa,2E4Eundcoa,2E4Eundcoa[x],x,FALSE,Unchanged,FALSE
gthrd[c],gthrd,MNXM490899,MNXM490899[c],c,TRUE,MetanetX conversion,FALSE
dtdp[c],dtdp,MNXM152,MNXM152[c],c,TRUE,MetanetX conversion,FALSE
acald[c],acald,MNXM75,MNXM75[c],c,TRUE,MetanetX conversion,FALSE
2obut[e],2obut,MNXM159,MNXM159[e],e,TRUE,MetanetX conversion,FALSE
hpglu[e],hpglu,MNXM1103841,MNXM1103841[e],e,TRUE,MetanetX conversion,FALSE
hisL[c],hisL,hisL,hisL[c],c,FALSE,Unchanged,FALSE
2E6Etrdcoa[x],2E6Etrdcoa,2E6Etrdcoa,2E6Etrdcoa[x],x,FALSE,Unchanged,FALSE
trnaglu[c],trnaglu,MNXM1091273,MNXM1091273[c],c,TRUE,MetanetX conversion,FALSE
focytb5[c],focytb5,MNXM726614,MNXM726614[c],c,TRUE,MetanetX conversion,FALSE
confrl[e],confrl,MNXM880,MNXM880[e],e,TRUE,MetanetX conversion,FALSE
3o8Eptdcoa[x],3o8Eptdcoa,3o8Eptdcoa,3o8Eptdcoa[x],x,FALSE,Unchanged,FALSE
atp[x],atp,MNXM3,MNXM3[x],x,TRUE,MetanetX conversion,FALSE
occoa[m],occoa,MNXM1093479,MNXM1093479[m],m,TRUE,MetanetX conversion,FALSE
thf[m],thf,MNXM1103936,MNXM1103936[m],m,TRUE,MetanetX conversion,FALSE
succoa[m],succoa,MNXM1104774,MNXM1104774[m],m,TRUE,MetanetX conversion,FALSE
pheL[c],pheL,pheL,pheL[c],c,FALSE,Unchanged,FALSE
sucsal[m],sucsal,MNXM172,MNXM172[m],m,TRUE,MetanetX conversion,FALSE
trnahis[c],trnahis,MNXM1543936,MNXM1543936[c],c,TRUE,MetanetX conversion,FALSE
no2[c],no2,MNXM107,MNXM107[c],c,TRUE,MetanetX conversion,FALSE
aspL[m],aspL,aspL,aspL[m],m,FALSE,Unchanged,FALSE
furfurylalcohol[c],furfurylalcohol,furfurylalcohol,furfurylalcohol[c],c,FALSE,Unchanged,FALSE
2hpmhmbq[m],2hpmhmbq,MNXM147696,MNXM147696[m],m,TRUE,MetanetX conversion,FALSE
confrl[c],confrl,MNXM880,MNXM880[c],c,TRUE,MetanetX conversion,FALSE
cholest[c],cholest,cholest,cholest[c],c,FALSE,Unchanged,FALSE
3mb[c],3mb,MNXM1137663,MNXM1137663[c],c,TRUE,MetanetX conversion,FALSE
chitin_1g[c],chitin_1g,chitin_1g,chitin_1g[c],c,FALSE,Unchanged,FALSE
succ[c],succ,MNXM25,MNXM25[c],c,TRUE,MetanetX conversion,FALSE
chitin[c],chitin,MNXM1542981,MNXM1542981[c],c,TRUE,MetanetX conversion,FALSE
ump[m],ump,MNXM1104823,MNXM1104823[m],m,TRUE,MetanetX conversion,FALSE
dcdp[c],dcdp,MNXM411,MNXM411[c],c,TRUE,MetanetX conversion,FALSE
ru5pD[c],ru5pD,ru5pD,ru5pD[c],c,FALSE,Unchanged,FALSE
trnamet[c],trnamet,MNXM1543940,MNXM1543940[c],c,TRUE,MetanetX conversion,FALSE
