orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed
3oddccoa[x],3oddccoa,MNXM1091872,MNXM1091872[x],x,TRUE,MetanetX conversion,FALSE
3oocdcoa[x],3oocdcoa,3oocdcoa,3oocdcoa[x],x,FALSE,Unchanged,FALSE
serL[m],serL,serL,serL[m],m,FALSE,Unchanged,FALSE
damp[c],damp,MNXM432,MNXM432[c],c,TRUE,MetanetX conversion,FALSE
4Zdccoa[x],4Zdccoa,4Zdccoa,4Zdccoa[x],x,FALSE,Unchanged,FALSE
tre[e],tre,MNXM1364330,MNXM1364330[e],e,TRUE,MetanetX conversion,FALSE
for[r],for,MNXM39,MNXM39[r],r,TRUE,MetanetX conversion,FALSE
nac[c],nac,MNXM274,MNXM274[c],c,TRUE,MetanetX conversion,FALSE
btcoa[m],btcoa,MNXM1104300,MNXM1104300[m],m,TRUE,MetanetX conversion,FALSE
hptcoa[c],hptcoa,MNXM1093205,MNXM1093205[c],c,TRUE,MetanetX conversion,FALSE
alatrna[c],alatrna,MNXM1542889,MNXM1542889[c],c,TRUE,MetanetX conversion,FALSE
man1p[c],man1p,MNXM1106057,MNXM1106057[c],c,TRUE,MetanetX conversion,FALSE
lanoester[r],lanoester,lanoester,lanoester[r],r,FALSE,Unchanged,FALSE
tyrL[c],tyrL,tyrL,tyrL[c],c,FALSE,Unchanged,FALSE
uppg3[c],uppg3,MNXM414,MNXM414[c],c,TRUE,MetanetX conversion,FALSE
ACP[c],ACP,MNXM1373297,MNXM1373297[c],c,TRUE,MetanetX conversion,FALSE
asntrna[c],asntrna,MNXM1542935,MNXM1542935[c],c,TRUE,MetanetX conversion,FALSE
arachcoa[x],arachcoa,MNXM1103962,MNXM1103962[x],x,TRUE,MetanetX conversion,FALSE
9Zhxda[x],9Zhxda,9Zhxda,9Zhxda[x],x,FALSE,Unchanged,FALSE
9Z12Zlnlc[x],9Z12Zlnlc,9Z12Zlnlc,9Z12Zlnlc[x],x,FALSE,Unchanged,FALSE
2oxoadp[m],2oxoadp,MNXM263,MNXM263[m],m,TRUE,MetanetX conversion,FALSE
histd[c],histd,MNXM1281,MNXM1281[c],c,TRUE,MetanetX conversion,FALSE
dccoa[c],dccoa,MNXM730252,MNXM730252[c],c,TRUE,MetanetX conversion,FALSE
2Ehxcoa[m],2Ehxcoa,2Ehxcoa,2Ehxcoa[m],m,FALSE,Unchanged,FALSE
quin[c],quin,MNXM2862,MNXM2862[c],c,TRUE,MetanetX conversion,FALSE
cdpdag[c],cdpdag,cdpdag,cdpdag[c],c,FALSE,Unchanged,FALSE
btcoa[x],btcoa,MNXM1104300,MNXM1104300[x],x,TRUE,MetanetX conversion,FALSE
3ohxdcoa[x],3ohxdcoa,3ohxdcoa,3ohxdcoa[x],x,FALSE,Unchanged,FALSE
sheme[e],sheme,MNXM1104857,MNXM1104857[e],e,TRUE,MetanetX conversion,FALSE
ap4a[c],ap4a,MNXM1103833,MNXM1103833[c],c,TRUE,MetanetX conversion,FALSE
r5p[c],r5p,MNXM1364029,MNXM1364029[c],c,TRUE,MetanetX conversion,FALSE
2Eocdcoa[m],2Eocdcoa,2Eocdcoa,2Eocdcoa[m],m,FALSE,Unchanged,FALSE
grdp[c],grdp,MNXM100,MNXM100[c],c,TRUE,MetanetX conversion,FALSE
tccoa[x],tccoa,tccoa,tccoa[x],x,FALSE,Unchanged,FALSE
dolp[c],dolp,MNXM51499,MNXM51499[c],c,TRUE,MetanetX conversion,FALSE
f26bp[c],f26bp,MNXM739220,MNXM739220[c],c,TRUE,MetanetX conversion,FALSE
3hph5mb[m],3hph5mb,MNXM3166,MNXM3166[m],m,TRUE,MetanetX conversion,FALSE
tdcoa[x],tdcoa,MNXM1104283,MNXM1104283[x],x,TRUE,MetanetX conversion,FALSE
nad[r],nad,MNXM8,MNXM8[r],r,TRUE,MetanetX conversion,FALSE
s17bp[c],s17bp,MNXM507505,MNXM507505[c],c,TRUE,MetanetX conversion,FALSE
dhorS[c],dhorS,dhorS,dhorS[c],c,FALSE,Unchanged,FALSE
2E9Z12Z15Zlnlncgcoa[m],2E9Z12Z15Zlnlncgcoa,2E9Z12Z15Zlnlncgcoa,2E9Z12Z15Zlnlncgcoa[m],m,FALSE,Unchanged,FALSE
glcD[c],glcD,glcD,glcD[c],c,FALSE,Unchanged,FALSE
urate[e],urate,MNXM1105965,MNXM1105965[e],e,TRUE,MetanetX conversion,FALSE
mannan_1g[c],mannan_1g,mannan_1g,mannan_1g[c],c,FALSE,Unchanged,FALSE
utp[c],utp,MNXM1101474,MNXM1101474[c],c,TRUE,MetanetX conversion,FALSE
ergtetrol[r],ergtetrol,MNXM1109,MNXM1109[r],r,TRUE,MetanetX conversion,FALSE
trnaala[c],trnaala,MNXM1543929,MNXM1543929[c],c,TRUE,MetanetX conversion,FALSE
4f4mzym[r],4f4mzym,4f4mzym,4f4mzym[r],r,FALSE,Unchanged,FALSE
pta[c],pta,MNXM3382,MNXM3382[c],c,TRUE,MetanetX conversion,FALSE
pc[c],pc,pc,pc[c],c,FALSE,Unchanged,FALSE
3harachcoa[x],3harachcoa,3harachcoa,3harachcoa[x],x,FALSE,Unchanged,FALSE
atp[m],atp,MNXM3,MNXM3[m],m,TRUE,MetanetX conversion,FALSE
dna_1g[c],dna_1g,dna_1g,dna_1g[c],c,FALSE,Unchanged,FALSE
3ohxccoa[r],3ohxccoa,MNXM1106079,MNXM1106079[r],r,TRUE,MetanetX conversion,FALSE
adp[c],adp,MNXM40333,MNXM40333[c],c,TRUE,MetanetX conversion,FALSE
sphn1p[c],sphn1p,sphn1p,sphn1p[c],c,FALSE,Unchanged,FALSE
ptd1ino[c],ptd1ino,ptd1ino,ptd1ino[c],c,FALSE,Unchanged,FALSE
3Zoca[m],3Zoca,3Zoca,3Zoca[m],m,FALSE,Unchanged,FALSE
ocda[x],ocda,ocda,ocda[x],x,FALSE,Unchanged,FALSE
skm[c],skm,MNXM602,MNXM602[c],c,TRUE,MetanetX conversion,FALSE
cit[c],cit,MNXM1107752,MNXM1107752[c],c,TRUE,MetanetX conversion,FALSE
h[c],h,MNXM1,MNXM1[c],c,TRUE,MetanetX conversion,FALSE
4hoxpac[e],4hoxpac,MNXM735208,MNXM735208[e],e,TRUE,MetanetX conversion,FALSE
nadh[c],nadh,MNXM10,MNXM10[c],c,TRUE,MetanetX conversion,FALSE
salc[c],salc,MNXM730078,MNXM730078[c],c,TRUE,MetanetX conversion,FALSE
hxccoa[r],hxccoa,hxccoa,hxccoa[r],r,FALSE,Unchanged,FALSE
2Ebehencoa[r],2Ebehencoa,2Ebehencoa,2Ebehencoa[r],r,FALSE,Unchanged,FALSE
malmeACP[c],malmeACP,MNXM1093342,MNXM1093342[c],c,TRUE,MetanetX conversion,FALSE
2E4Z7Zdccoa[m],2E4Z7Zdccoa,2E4Z7Zdccoa,2E4Z7Zdccoa[m],m,FALSE,Unchanged,FALSE
ileL[m],ileL,ileL,ileL[m],m,FALSE,Unchanged,FALSE
9Z12Z15Zlnlncg[m],9Z12Z15Zlnlncg,9Z12Z15Zlnlncg,9Z12Z15Zlnlncg[m],m,FALSE,Unchanged,FALSE
5Z8Z11Ztdcoa[m],5Z8Z11Ztdcoa,5Z8Z11Ztdcoa,5Z8Z11Ztdcoa[m],m,FALSE,Unchanged,FALSE
3E8Ztdcoa[x],3E8Ztdcoa,3E8Ztdcoa,3E8Ztdcoa[x],x,FALSE,Unchanged,FALSE
oca[x],oca,MNXM114347,MNXM114347[x],x,TRUE,MetanetX conversion,FALSE
sphgn[c],sphgn,MNXM733692,MNXM733692[c],c,TRUE,MetanetX conversion,FALSE
ppa[e],ppa,MNXM1094052,MNXM1094052[e],e,TRUE,MetanetX conversion,FALSE
dha[c],dha,MNXM460,MNXM460[c],c,TRUE,MetanetX conversion,FALSE
mi1pD[c],mi1pD,mi1pD,mi1pD[c],c,FALSE,Unchanged,FALSE
nadp[x],nadp,MNXM5,MNXM5[x],x,TRUE,MetanetX conversion,FALSE
2E5Z8Z11Ztdcoa[m],2E5Z8Z11Ztdcoa,2E5Z8Z11Ztdcoa,2E5Z8Z11Ztdcoa[m],m,FALSE,Unchanged,FALSE
ppmi23456p[c],ppmi23456p,ppmi23456p,ppmi23456p[c],c,FALSE,Unchanged,FALSE
3o6Zddccoa[m],3o6Zddccoa,3o6Zddccoa,3o6Zddccoa[m],m,FALSE,Unchanged,FALSE
dctp[c],dctp,MNXM360,MNXM360[c],c,TRUE,MetanetX conversion,FALSE
mettrna[c],mettrna,MNXM1543652,MNXM1543652[c],c,TRUE,MetanetX conversion,FALSE
2E4Z8Z11Ztdcoa[x],2E4Z8Z11Ztdcoa,2E4Z8Z11Ztdcoa,2E4Z8Z11Ztdcoa[x],x,FALSE,Unchanged,FALSE
3odccoa[x],3odccoa,3odccoa,3odccoa[x],x,FALSE,Unchanged,FALSE
ptd4ino[c],ptd4ino,ptd4ino,ptd4ino[c],c,FALSE,Unchanged,FALSE
h[n],h,MNXM1,MNXM1[n],n,TRUE,MetanetX conversion,FALSE
hcit[m],hcit,MNXM1364134,MNXM1364134[m],m,TRUE,MetanetX conversion,FALSE
btd_RR[c],btd_RR,MNXM2757,MNXM2757[c],c,TRUE,MetanetX conversion,FALSE
tdACP[c],tdACP,tdACP,tdACP[c],c,FALSE,Unchanged,FALSE
leuL[m],leuL,leuL,leuL[m],m,FALSE,Unchanged,FALSE
gluL[m],gluL,gluL,gluL[m],m,FALSE,Unchanged,FALSE
3htdcoa[m],3htdcoa,MNXM1104726,MNXM1104726[m],m,TRUE,MetanetX conversion,FALSE
trnatyr[c],trnatyr,MNXM1543948,MNXM1543948[c],c,TRUE,MetanetX conversion,FALSE
meoh[e],meoh,MNXM729799,MNXM729799[e],e,TRUE,MetanetX conversion,FALSE
3hbehencoa[x],3hbehencoa,3hbehencoa,3hbehencoa[x],x,FALSE,Unchanged,FALSE
3hdcACP[c],3hdcACP,3hdcACP,3hdcACP[c],c,FALSE,Unchanged,FALSE
neuspn[c],neuspn,MNXM727029,MNXM727029[c],c,TRUE,MetanetX conversion,FALSE
lystrna[c],lystrna,MNXM1543604,MNXM1543604[c],c,TRUE,MetanetX conversion,FALSE
s7p[c],s7p,MNXM733314,MNXM733314[c],c,TRUE,MetanetX conversion,FALSE
bt2eACP[c],bt2eACP,bt2eACP,bt2eACP[c],c,FALSE,Unchanged,FALSE
23dhb[c],23dhb,MNXM455,MNXM455[c],c,TRUE,MetanetX conversion,FALSE
arachcoa[r],arachcoa,MNXM1103962,MNXM1103962[r],r,TRUE,MetanetX conversion,FALSE
mnl[c],mnl,MNXM1104590,MNXM1104590[c],c,TRUE,MetanetX conversion,FALSE
ppi[c],ppi,MNXM11,MNXM11[c],c,TRUE,MetanetX conversion,FALSE
metL[m],metL,metL,metL[m],m,FALSE,Unchanged,FALSE
3hdccoa[x],3hdccoa,3hdccoa,3hdccoa[x],x,FALSE,Unchanged,FALSE
ocd2eACP[c],ocd2eACP,ocd2eACP,ocd2eACP[c],c,FALSE,Unchanged,FALSE
inost[c],inost,MNXM1105941,MNXM1105941[c],c,TRUE,MetanetX conversion,FALSE
hxca[x],hxca,hxca,hxca[x],x,FALSE,Unchanged,FALSE
12dgr[c],12dgr,12dgr,12dgr[c],c,FALSE,Unchanged,FALSE
2dhp[m],2dhp,MNXM959,MNXM959[m],m,TRUE,MetanetX conversion,FALSE
2E9Z12Zlnlccoa[x],2E9Z12Zlnlccoa,2E9Z12Zlnlccoa,2E9Z12Zlnlccoa[x],x,FALSE,Unchanged,FALSE
dkmpp[c],dkmpp,MNXM162358,MNXM162358[c],c,TRUE,MetanetX conversion,FALSE
ergester[r],ergester,ergester,ergester[r],r,FALSE,Unchanged,FALSE
2Etccoa[r],2Etccoa,2Etccoa,2Etccoa[r],r,FALSE,Unchanged,FALSE
2E4Zdccoa[m],2E4Zdccoa,2E4Zdccoa,2E4Zdccoa[m],m,FALSE,Unchanged,FALSE
malcoa[r],malcoa,MNXM1106093,MNXM1106093[r],r,TRUE,MetanetX conversion,FALSE
ade[c],ade,MNXM168,MNXM168[c],c,TRUE,MetanetX conversion,FALSE
3hoccoa[m],3hoccoa,3hoccoa,3hoccoa[m],m,FALSE,Unchanged,FALSE
glnL[c],glnL,glnL,glnL[c],c,FALSE,Unchanged,FALSE
ptrc[c],ptrc,MNXM118,MNXM118[c],c,TRUE,MetanetX conversion,FALSE
hxcoa[c],hxcoa,MNXM1103616,MNXM1103616[c],c,TRUE,MetanetX conversion,FALSE
psd5p[c],psd5p,MNXM2276,MNXM2276[c],c,TRUE,MetanetX conversion,FALSE
indpyr[e],indpyr,MNXM315,MNXM315[e],e,TRUE,MetanetX conversion,FALSE
co2[r],co2,MNXM13,MNXM13[r],r,TRUE,MetanetX conversion,FALSE
so4[e],so4,MNXM58,MNXM58[e],e,TRUE,MetanetX conversion,FALSE
coa[m],coa,MNXM727276,MNXM727276[m],m,TRUE,MetanetX conversion,FALSE
rbt[c],rbt,MNXM1820,MNXM1820[c],c,TRUE,MetanetX conversion,FALSE
4h4mzym[r],4h4mzym,4h4mzym,4h4mzym[r],r,FALSE,Unchanged,FALSE
proL[c],proL,proL,proL[c],c,FALSE,Unchanged,FALSE
hmgth[x],hmgth,MNXM726277,MNXM726277[x],x,TRUE,MetanetX conversion,FALSE
g3pe[c],g3pe,MNXM1364369,MNXM1364369[c],c,TRUE,MetanetX conversion,FALSE
gal[c],gal,MNXM1364662,MNXM1364662[c],c,TRUE,MetanetX conversion,FALSE
acac[c],acac,MNXM729595,MNXM729595[c],c,TRUE,MetanetX conversion,FALSE
5Zoccoa[m],5Zoccoa,5Zoccoa,5Zoccoa[m],m,FALSE,Unchanged,FALSE
pntoR[c],pntoR,pntoR,pntoR[c],c,FALSE,Unchanged,FALSE
ptd1ino_monounsat_1g[c],ptd1ino_monounsat_1g,ptd1ino_monounsat_1g,ptd1ino_monounsat_1g[c],c,FALSE,Unchanged,FALSE
nh4[c],nh4,MNXM729302,MNXM729302[c],c,TRUE,MetanetX conversion,FALSE
asnL[c],asnL,asnL,asnL[c],c,FALSE,Unchanged,FALSE
5mdru1p[c],5mdru1p,MNXM737603,MNXM737603[c],c,TRUE,MetanetX conversion,FALSE
dhnpt[c],dhnpt,MNXM1372340,MNXM1372340[c],c,TRUE,MetanetX conversion,FALSE
icit[c],icit,MNXM89661,MNXM89661[c],c,TRUE,MetanetX conversion,FALSE
glu5p[c],glu5p,MNXM1280,MNXM1280[c],c,TRUE,MetanetX conversion,FALSE
psd[e],psd,psd,psd[e],e,FALSE,Unchanged,FALSE
h2o2[c],h2o2,MNXM732620,MNXM732620[c],c,TRUE,MetanetX conversion,FALSE
2Etccoa[x],2Etccoa,2Etccoa,2Etccoa[x],x,FALSE,Unchanged,FALSE
5fthf[m],5fthf,MNXM1091982,MNXM1091982[m],m,TRUE,MetanetX conversion,FALSE
Sfglutth[c],Sfglutth,MNXM741595,MNXM741595[c],c,TRUE,MetanetX conversion,FALSE
gtp[c],gtp,MNXM1103553,MNXM1103553[c],c,TRUE,MetanetX conversion,FALSE
3hpimemeACP[c],3hpimemeACP,3hpimemeACP,3hpimemeACP[c],c,FALSE,Unchanged,FALSE
3hhxdACP[c],3hhxdACP,3hhxdACP,3hhxdACP[c],c,FALSE,Unchanged,FALSE
orn[m],orn,MNXM741175,MNXM741175[m],m,TRUE,MetanetX conversion,FALSE
clpn_monounsat_1g[m],clpn_monounsat_1g,clpn_monounsat_1g,clpn_monounsat_1g[m],m,FALSE,Unchanged,FALSE
db4p[c],db4p,MNXM1102294,MNXM1102294[c],c,TRUE,MetanetX conversion,FALSE
anth[c],anth,MNXM188,MNXM188[c],c,TRUE,MetanetX conversion,FALSE
zymst[l],zymst,MNXM738369,MNXM738369[l],l,TRUE,MetanetX conversion,FALSE
trdox[c],trdox,MNXM1090214,MNXM1090214[c],c,TRUE,MetanetX conversion,FALSE
prbatp[c],prbatp,MNXM1372184,MNXM1372184[c],c,TRUE,MetanetX conversion,FALSE
methf[c],methf,MNXM511,MNXM511[c],c,TRUE,MetanetX conversion,FALSE
sbtD[e],sbtD,sbtD,sbtD[e],e,FALSE,Unchanged,FALSE
3h7Zdccoa[m],3h7Zdccoa,3h7Zdccoa,3h7Zdccoa[m],m,FALSE,Unchanged,FALSE
4mlacac[c],4mlacac,MNXM1373225,MNXM1373225[c],c,TRUE,MetanetX conversion,FALSE
4hbz[c],4hbz,MNXM164,MNXM164[c],c,TRUE,MetanetX conversion,FALSE
eig3p[c],eig3p,MNXM1422,MNXM1422[c],c,TRUE,MetanetX conversion,FALSE
lacD[c],lacD,lacD,lacD[c],c,FALSE,Unchanged,FALSE
h2o[n],h2o,WATER,WATER[n],n,TRUE,Other conversion,FALSE
valtrna[c],valtrna,MNXM1544015,MNXM1544015[c],c,TRUE,MetanetX conversion,FALSE
3o9Z12Z15Zlnlncgcoa[m],3o9Z12Z15Zlnlncgcoa,3o9Z12Z15Zlnlncgcoa,3o9Z12Z15Zlnlncgcoa[m],m,FALSE,Unchanged,FALSE
glx[c],glx,MNXM69,MNXM69[c],c,TRUE,MetanetX conversion,FALSE
2EpimemeACP[c],2EpimemeACP,2EpimemeACP,2EpimemeACP[c],c,FALSE,Unchanged,FALSE
cdpea[c],cdpea,MNXM1103456,MNXM1103456[c],c,TRUE,MetanetX conversion,FALSE
dtmp[c],dtmp,MNXM257,MNXM257[c],c,TRUE,MetanetX conversion,FALSE
thrL[c],thrL,thrL,thrL[c],c,FALSE,Unchanged,FALSE
4ppan[c],4ppan,MNXM735771,MNXM735771[c],c,TRUE,MetanetX conversion,FALSE
lanoester[c],lanoester,lanoester,lanoester[c],c,FALSE,Unchanged,FALSE
2E6Zddccoa[x],2E6Zddccoa,2E6Zddccoa,2E6Zddccoa[x],x,FALSE,Unchanged,FALSE
acgam1p[c],acgam1p,MNXM1105798,MNXM1105798[c],c,TRUE,MetanetX conversion,FALSE
sbtD[c],sbtD,sbtD,sbtD[c],c,FALSE,Unchanged,FALSE
catechol[c],catechol,MNXM731896,MNXM731896[c],c,TRUE,MetanetX conversion,FALSE
3snpyr[c],3snpyr,MNXM2484,MNXM2484[c],c,TRUE,MetanetX conversion,FALSE
o2[x],o2,MNXM735438,MNXM735438[x],x,TRUE,MetanetX conversion,FALSE
btn[c],btn,MNXM304,MNXM304[c],c,TRUE,MetanetX conversion,FALSE
lanost[r],lanost,MNXM736942,MNXM736942[r],r,TRUE,MetanetX conversion,FALSE
14glun[c],14glun,MNXM91761,MNXM91761[c],c,TRUE,MetanetX conversion,FALSE
3o6Z9Zddccoa[x],3o6Z9Zddccoa,3o6Z9Zddccoa,3o6Z9Zddccoa[x],x,FALSE,Unchanged,FALSE
ptd2meeta[c],ptd2meeta,ptd2meeta,ptd2meeta[c],c,FALSE,Unchanged,FALSE
5Z8Z11Ztdcoa[x],5Z8Z11Ztdcoa,5Z8Z11Ztdcoa,5Z8Z11Ztdcoa[x],x,FALSE,Unchanged,FALSE
3o7Ztdcoa[x],3o7Ztdcoa,3o7Ztdcoa,3o7Ztdcoa[x],x,FALSE,Unchanged,FALSE
mlthf[m],mlthf,MNXM1102150,MNXM1102150[m],m,TRUE,MetanetX conversion,FALSE
cer1_24[c],cer1_24,MNXM2986,MNXM2986[c],c,TRUE,MetanetX conversion,FALSE
cholestester[c],cholestester,cholestester,cholestester[c],c,FALSE,Unchanged,FALSE
3hpp[m],3hpp,MNXM872,MNXM872[m],m,TRUE,MetanetX conversion,FALSE
gdpmann[c],gdpmann,MNXM1104188,MNXM1104188[c],c,TRUE,MetanetX conversion,FALSE
6pgl[c],6pgl,MNXM1104491,MNXM1104491[c],c,TRUE,MetanetX conversion,FALSE
4ppcys[c],4ppcys,MNXM730898,MNXM730898[c],c,TRUE,MetanetX conversion,FALSE
diact[c],diact,MNXM1467,MNXM1467[c],c,TRUE,MetanetX conversion,FALSE
ocdACP[c],ocdACP,ocdACP,ocdACP[c],c,FALSE,Unchanged,FALSE
xtsn[c],xtsn,MNXM1103769,MNXM1103769[c],c,TRUE,MetanetX conversion,FALSE
retinal[c],retinal,MNXM1364312,MNXM1364312[c],c,TRUE,MetanetX conversion,FALSE
3htdACP[c],3htdACP,MNXM1091843,MNXM1091843[c],c,TRUE,MetanetX conversion,FALSE
fecost[c],fecost,MNXM731707,MNXM731707[c],c,TRUE,MetanetX conversion,FALSE
crn[x],crn,MNXM1105736,MNXM1105736[x],x,TRUE,MetanetX conversion,FALSE
2Earachcoa[x],2Earachcoa,2Earachcoa,2Earachcoa[x],x,FALSE,Unchanged,FALSE
akg[c],akg,MNXM1369648,MNXM1369648[c],c,TRUE,MetanetX conversion,FALSE
peamn[c],peamn,MNXM660,MNXM660[c],c,TRUE,MetanetX conversion,FALSE
hxdal[e],hxdal,hxdal,hxdal[e],e,FALSE,Unchanged,FALSE
acglu[c],acglu,MNXM1371649,MNXM1371649[c],c,TRUE,MetanetX conversion,FALSE
abtD[c],abtD,abtD,abtD[c],c,FALSE,Unchanged,FALSE
