orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed
2Eoccoa[m],2Eoccoa,2Eoccoa,2Eoccoa[m],m,FALSE,Unchanged,FALSE
acgam[e],acgam,MNXM1105935,MNXM1105935[e],e,TRUE,MetanetX conversion,FALSE
proL[m],proL,proL,proL[m],m,FALSE,Unchanged,FALSE
no3[e],no3,MNXM732398,MNXM732398[e],e,TRUE,MetanetX conversion,FALSE
3h3mglutcoa[m],3h3mglutcoa,3h3mglutcoa,3h3mglutcoa[m],m,FALSE,Unchanged,FALSE
gly[e],gly,MNXM29,MNXM29[e],e,TRUE,MetanetX conversion,FALSE
pi[e],pi,MNXM9,MNXM9[e],e,TRUE,MetanetX conversion,FALSE
chol[e],chol,MNXM90,MNXM90[e],e,TRUE,MetanetX conversion,FALSE
f6p[c],f6p,MNXM1107898,MNXM1107898[c],c,TRUE,MetanetX conversion,FALSE
sarcs[c],sarcs,MNXM300,MNXM300[c],c,TRUE,MetanetX conversion,FALSE
5fthf[c],5fthf,MNXM1091982,MNXM1091982[c],c,TRUE,MetanetX conversion,FALSE
pydam[c],pydam,MNXM548,MNXM548[c],c,TRUE,MetanetX conversion,FALSE
ps_monounsat_1g[c],ps_monounsat_1g,ps_monounsat_1g,ps_monounsat_1g[c],c,FALSE,Unchanged,FALSE
ctp[m],ctp,MNXM1103718,MNXM1103718[m],m,TRUE,MetanetX conversion,FALSE
asptrna[c],asptrna,MNXM1542936,MNXM1542936[c],c,TRUE,MetanetX conversion,FALSE
uri[c],uri,MNXM1103104,MNXM1103104[c],c,TRUE,MetanetX conversion,FALSE
argL[c],argL,argL,argL[c],c,FALSE,Unchanged,FALSE
nh4[m],nh4,MNXM729302,MNXM729302[m],m,TRUE,MetanetX conversion,FALSE
btcoa[c],btcoa,MNXM1104300,MNXM1104300[c],c,TRUE,MetanetX conversion,FALSE
trptrna[c],trptrna,MNXM1543951,MNXM1543951[c],c,TRUE,MetanetX conversion,FALSE
salcn[c],salcn,MNXM2561,MNXM2561[c],c,TRUE,MetanetX conversion,FALSE
gly[c],gly,MNXM29,MNXM29[c],c,TRUE,MetanetX conversion,FALSE
cytd[c],cytd,MNXM1364050,MNXM1364050[c],c,TRUE,MetanetX conversion,FALSE
succoa[c],succoa,MNXM1104774,MNXM1104774[c],c,TRUE,MetanetX conversion,FALSE
2pg[c],2pg,MNXM275,MNXM275[c],c,TRUE,MetanetX conversion,FALSE
malcoa[c],malcoa,MNXM1106093,MNXM1106093[c],c,TRUE,MetanetX conversion,FALSE
glytrna[c],glytrna,MNXM1543333,MNXM1543333[c],c,TRUE,MetanetX conversion,FALSE
ddcACP[c],ddcACP,ddcACP,ddcACP[c],c,FALSE,Unchanged,FALSE
malt[c],malt,MNXM1106000,MNXM1106000[c],c,TRUE,MetanetX conversion,FALSE
mlthf[c],mlthf,MNXM1102150,MNXM1102150[c],c,TRUE,MetanetX conversion,FALSE
hmbil[c],hmbil,MNXM547,MNXM547[c],c,TRUE,MetanetX conversion,FALSE
akg[e],akg,MNXM1369648,MNXM1369648[e],e,TRUE,MetanetX conversion,FALSE
succ[m],succ,MNXM25,MNXM25[m],m,TRUE,MetanetX conversion,FALSE
ndodecanol[m],ndodecanol,ndodecanol,ndodecanol[m],m,FALSE,Unchanged,FALSE
ddcal[m],ddcal,MNXM11432,MNXM11432[m],m,TRUE,MetanetX conversion,FALSE
acald[x],acald,MNXM75,MNXM75[x],x,TRUE,MetanetX conversion,FALSE
34hpp[m],34hpp,MNXM153,MNXM153[m],m,TRUE,MetanetX conversion,FALSE
34hpp[x],34hpp,MNXM153,MNXM153[x],x,TRUE,MetanetX conversion,FALSE
34hpp[r],34hpp,MNXM153,MNXM153[r],r,TRUE,MetanetX conversion,FALSE
ru5pD[m],ru5pD,ru5pD,ru5pD[m],m,FALSE,Unchanged,FALSE
ru5pD[x],ru5pD,ru5pD,ru5pD[x],x,FALSE,Unchanged,FALSE
rbt5p[x],rbt5p,MNXM744872,MNXM744872[x],x,TRUE,MetanetX conversion,FALSE
f6p[m],f6p,MNXM1107898,MNXM1107898[m],m,TRUE,MetanetX conversion,FALSE
f6p[x],f6p,MNXM1107898,MNXM1107898[x],x,TRUE,MetanetX conversion,FALSE
glyald[m],glyald,MNXM435,MNXM435[m],m,TRUE,MetanetX conversion,FALSE
phpyr[m],phpyr,MNXM730221,MNXM730221[m],m,TRUE,MetanetX conversion,FALSE
phpyr[x],phpyr,MNXM730221,MNXM730221[x],x,TRUE,MetanetX conversion,FALSE
phpyr[r],phpyr,MNXM730221,MNXM730221[r],r,TRUE,MetanetX conversion,FALSE
lacL[m],lacL,lacL,lacL[m],m,FALSE,Unchanged,FALSE
lacL[r],lacL,lacL,lacL[r],r,FALSE,Unchanged,FALSE
pyr[r],pyr,MNXM23,MNXM23[r],r,TRUE,MetanetX conversion,FALSE
lacD[r],lacD,lacD,lacD[r],r,FALSE,Unchanged,FALSE
mthgxl[m],mthgxl,MNXM310,MNXM310[m],m,TRUE,MetanetX conversion,FALSE
laldL[m],laldL,laldL,laldL[m],m,FALSE,Unchanged,FALSE
mthgxl[x],mthgxl,MNXM310,MNXM310[x],x,TRUE,MetanetX conversion,FALSE
laldL[x],laldL,laldL,laldL[x],x,FALSE,Unchanged,FALSE
Sfglutth[x],Sfglutth,MNXM741595,MNXM741595[x],x,TRUE,MetanetX conversion,FALSE
glycR[m],glycR,glycR,glycR[m],m,FALSE,Unchanged,FALSE
hpyr[m],hpyr,MNXM392,MNXM392[m],m,TRUE,MetanetX conversion,FALSE
msa[x],msa,MNXM1369748,MNXM1369748[x],x,TRUE,MetanetX conversion,FALSE
ac[x],ac,MNXM26,MNXM26[x],x,TRUE,MetanetX conversion,FALSE
ac[r],ac,MNXM26,MNXM26[r],r,TRUE,MetanetX conversion,FALSE
mevR[m],mevR,MNXM1105057,MNXM1105057[m],m,TRUE,MetanetX conversion,FALSE
malL[r],malL,malL,malL[r],r,FALSE,Unchanged,FALSE
oaa[r],oaa,MNXM46,MNXM46[r],r,TRUE,MetanetX conversion,FALSE
2hglutR[x],2hglutR,2hglutR,2hglutR[x],x,FALSE,Unchanged,FALSE
2hglutR[r],2hglutR,2hglutR,2hglutR[r],r,FALSE,Unchanged,FALSE
akg[r],akg,MNXM1369648,MNXM1369648[r],r,TRUE,MetanetX conversion,FALSE
pp12ol[m],pp12ol,pp12ol,pp12ol[m],m,FALSE,Unchanged,FALSE
pp12ol[x],pp12ol,pp12ol,pp12ol[x],x,FALSE,Unchanged,FALSE
glx[r],glx,MNXM69,MNXM69[r],r,TRUE,MetanetX conversion,FALSE
2oxoadp[x],2oxoadp,MNXM263,MNXM263[x],x,TRUE,MetanetX conversion,FALSE
2oxoadp[r],2oxoadp,MNXM263,MNXM263[r],r,TRUE,MetanetX conversion,FALSE
dhap[m],dhap,MNXM77,MNXM77[m],m,TRUE,MetanetX conversion,FALSE
3pg[m],3pg,MNXM727604,MNXM727604[m],m,TRUE,MetanetX conversion,FALSE
3pg[x],3pg,MNXM727604,MNXM727604[x],x,TRUE,MetanetX conversion,FALSE
3php[x],3php,MNXM541,MNXM541[x],x,TRUE,MetanetX conversion,FALSE
gtp[m],gtp,MNXM1103553,MNXM1103553[m],m,TRUE,MetanetX conversion,FALSE
dgtp[m],dgtp,MNXM344,MNXM344[m],m,TRUE,MetanetX conversion,FALSE
for[x],for,MNXM39,MNXM39[x],x,TRUE,MetanetX conversion,FALSE
dgtp[x],dgtp,MNXM344,MNXM344[x],x,TRUE,MetanetX conversion,FALSE
argL[m],argL,argL,argL[m],m,FALSE,Unchanged,FALSE
pheL[m],pheL,pheL,pheL[m],m,FALSE,Unchanged,FALSE
pheL[x],pheL,pheL,pheL[x],x,FALSE,Unchanged,FALSE
pheL[r],pheL,pheL,pheL[r],r,FALSE,Unchanged,FALSE
succ[x],succ,MNXM25,MNXM25[x],x,TRUE,MetanetX conversion,FALSE
uri[m],uri,MNXM1103104,MNXM1103104[m],m,TRUE,MetanetX conversion,FALSE
uri[x],uri,MNXM1103104,MNXM1103104[x],x,TRUE,MetanetX conversion,FALSE
xan[m],xan,MNXM174,MNXM174[m],m,TRUE,MetanetX conversion,FALSE
urate[m],urate,MNXM1105965,MNXM1105965[m],m,TRUE,MetanetX conversion,FALSE
tmlys[m],tmlys,MNXM1486,MNXM1486[m],m,TRUE,MetanetX conversion,FALSE
3htmelys[m],3htmelys,MNXM990,MNXM990[m],m,TRUE,MetanetX conversion,FALSE
nh4[r],nh4,MNXM729302,MNXM729302[r],r,TRUE,MetanetX conversion,FALSE
5hiu[m],5hiu,MNXM1137,MNXM1137[m],m,TRUE,MetanetX conversion,FALSE
hLkynr[m],hLkynr,MNXM728564,MNXM728564[m],m,TRUE,MetanetX conversion,FALSE
hLkynr[x],hLkynr,MNXM728564,MNXM728564[x],x,TRUE,MetanetX conversion,FALSE
hLkynr[r],hLkynr,MNXM728564,MNXM728564[r],r,TRUE,MetanetX conversion,FALSE
hxan[m],hxan,MNXM732487,MNXM732487[m],m,TRUE,MetanetX conversion,FALSE
trdrd[m],trdrd,MNXM741334,MNXM741334[m],m,TRUE,MetanetX conversion,FALSE
dadp[m],dadp,MNXM735047,MNXM735047[m],m,TRUE,MetanetX conversion,FALSE
trdox[m],trdox,MNXM1090214,MNXM1090214[m],m,TRUE,MetanetX conversion,FALSE
adp[x],adp,MNXM40333,MNXM40333[x],x,TRUE,MetanetX conversion,FALSE
adp[r],adp,MNXM40333,MNXM40333[r],r,TRUE,MetanetX conversion,FALSE
gdp[m],gdp,MNXM1103285,MNXM1103285[m],m,TRUE,MetanetX conversion,FALSE
dgdp[m],dgdp,MNXM436,MNXM436[m],m,TRUE,MetanetX conversion,FALSE
dgdp[x],dgdp,MNXM436,MNXM436[x],x,TRUE,MetanetX conversion,FALSE
cdp[m],cdp,MNXM1102191,MNXM1102191[m],m,TRUE,MetanetX conversion,FALSE
cdp[x],cdp,MNXM1102191,MNXM1102191[x],x,TRUE,MetanetX conversion,FALSE
dudp[m],dudp,MNXM572,MNXM572[m],m,TRUE,MetanetX conversion,FALSE
udp[x],udp,MNXM1102128,MNXM1102128[x],x,TRUE,MetanetX conversion,FALSE
dudp[x],dudp,MNXM572,MNXM572[x],x,TRUE,MetanetX conversion,FALSE
udp[r],udp,MNXM1102128,MNXM1102128[r],r,TRUE,MetanetX conversion,FALSE
datp[m],datp,MNXM286,MNXM286[m],m,TRUE,MetanetX conversion,FALSE
atp[r],atp,MNXM3,MNXM3[r],r,TRUE,MetanetX conversion,FALSE
dutp[m],dutp,MNXM452,MNXM452[m],m,TRUE,MetanetX conversion,FALSE
utp[x],utp,MNXM1101474,MNXM1101474[x],x,TRUE,MetanetX conversion,FALSE
dutp[x],dutp,MNXM452,MNXM452[x],x,TRUE,MetanetX conversion,FALSE
utp[r],utp,MNXM1101474,MNXM1101474[r],r,TRUE,MetanetX conversion,FALSE
aspL[r],aspL,aspL,aspL[r],r,FALSE,Unchanged,FALSE
btcoa[r],btcoa,MNXM1104300,MNXM1104300[r],r,TRUE,MetanetX conversion,FALSE
pi[x],pi,MNXM9,MNXM9[x],x,TRUE,MetanetX conversion,FALSE
g3p[m],g3p,MNXM1373252,MNXM1373252[m],m,TRUE,MetanetX conversion,FALSE
13dpg[m],13dpg,MNXM1364640,MNXM1364640[m],m,TRUE,MetanetX conversion,FALSE
g3p[x],g3p,MNXM1373252,MNXM1373252[x],x,TRUE,MetanetX conversion,FALSE
13dpg[x],13dpg,MNXM1364640,MNXM1364640[x],x,TRUE,MetanetX conversion,FALSE
sucsal[x],sucsal,MNXM172,MNXM172[x],x,TRUE,MetanetX conversion,FALSE
sucsal[r],sucsal,MNXM172,MNXM172[r],r,TRUE,MetanetX conversion,FALSE
accoa[r],accoa,MNXM1104266,MNXM1104266[r],r,TRUE,MetanetX conversion,FALSE
mmta[c],mmta,mmta,mmta[c],c,FALSE,Unchanged,FALSE
4abutn[x],4abutn,MNXM422,MNXM422[x],x,TRUE,MetanetX conversion,FALSE
4abut[x],4abut,MNXM192,MNXM192[x],x,TRUE,MetanetX conversion,FALSE
4abutn[r],4abutn,MNXM422,MNXM422[r],r,TRUE,MetanetX conversion,FALSE
4abut[r],4abut,MNXM192,MNXM192[r],r,TRUE,MetanetX conversion,FALSE
ala_B[x],ala_B,MNXM144,MNXM144[x],x,TRUE,MetanetX conversion,FALSE
L2aadp6sa[m],L2aadp6sa,MNXM1364723,MNXM1364723[m],m,TRUE,MetanetX conversion,FALSE
L2aadp[m],L2aadp,MNXM1369807,MNXM1369807[m],m,TRUE,MetanetX conversion,FALSE
L2aadp6sa[x],L2aadp6sa,MNXM1364723,MNXM1364723[x],x,TRUE,MetanetX conversion,FALSE
L2aadp[x],L2aadp,MNXM1369807,MNXM1369807[x],x,TRUE,MetanetX conversion,FALSE
L2aadp6sa[r],L2aadp6sa,MNXM1364723,MNXM1364723[r],r,TRUE,MetanetX conversion,FALSE
L2aadp[r],L2aadp,MNXM1369807,MNXM1369807[r],r,TRUE,MetanetX conversion,FALSE
4tmeabut[m],4tmeabut,MNXM940,MNXM940[m],m,TRUE,MetanetX conversion,FALSE
malcoa[x],malcoa,MNXM1106093,MNXM1106093[x],x,TRUE,MetanetX conversion,FALSE
succoa[x],succoa,MNXM1104774,MNXM1104774[x],x,TRUE,MetanetX conversion,FALSE
ppal[m],ppal,MNXM821,MNXM821[m],m,TRUE,MetanetX conversion,FALSE
ppal[x],ppal,MNXM821,MNXM821[x],x,TRUE,MetanetX conversion,FALSE
gluL[r],gluL,gluL,gluL[r],r,FALSE,Unchanged,FALSE
amp[r],amp,MNXM728294,MNXM728294[r],r,TRUE,MetanetX conversion,FALSE
oxa[x],oxa,MNXM291,MNXM291[x],x,TRUE,MetanetX conversion,FALSE
sarcs[m],sarcs,MNXM300,MNXM300[m],m,TRUE,MetanetX conversion,FALSE
ppp9[c],ppp9,MNXM1364652,MNXM1364652[c],c,TRUE,MetanetX conversion,FALSE
alaL[x],alaL,alaL,alaL[x],x,FALSE,Unchanged,FALSE
alaL[r],alaL,alaL,alaL[r],r,FALSE,Unchanged,FALSE
gly[x],gly,MNXM29,MNXM29[x],x,TRUE,MetanetX conversion,FALSE
gly[r],gly,MNXM29,MNXM29[r],r,TRUE,MetanetX conversion,FALSE
lysL[m],lysL,lysL,lysL[m],m,FALSE,Unchanged,FALSE
lysL[x],lysL,lysL,lysL[x],x,FALSE,Unchanged,FALSE
lysL[r],lysL,lysL,lysL[r],r,FALSE,Unchanged,FALSE
tyrL[m],tyrL,tyrL,tyrL[m],m,FALSE,Unchanged,FALSE
tyrL[x],tyrL,tyrL,tyrL[x],x,FALSE,Unchanged,FALSE
tyrL[r],tyrL,tyrL,tyrL[r],r,FALSE,Unchanged,FALSE
serL[x],serL,serL,serL[x],x,FALSE,Unchanged,FALSE
4met2obut[m],4met2obut,MNXM1542088,MNXM1542088[m],m,TRUE,MetanetX conversion,FALSE
etha[m],etha,MNXM218,MNXM218[m],m,TRUE,MetanetX conversion,FALSE
etha[x],etha,MNXM218,MNXM218[x],x,TRUE,MetanetX conversion,FALSE
lpam[x],lpam,MNXM1024,MNXM1024[x],x,TRUE,MetanetX conversion,FALSE
alpam[x],alpam,MNXM81220,MNXM81220[x],x,TRUE,MetanetX conversion,FALSE
lpam[r],lpam,MNXM1024,MNXM1024[r],r,TRUE,MetanetX conversion,FALSE
alpam[r],alpam,MNXM81220,MNXM81220[r],r,TRUE,MetanetX conversion,FALSE
thf[x],thf,MNXM1103936,MNXM1103936[x],x,TRUE,MetanetX conversion,FALSE
mlthf[x],mlthf,MNXM1102150,MNXM1102150[x],x,TRUE,MetanetX conversion,FALSE
thf[r],thf,MNXM1103936,MNXM1103936[r],r,TRUE,MetanetX conversion,FALSE
mlthf[r],mlthf,MNXM1102150,MNXM1102150[r],r,TRUE,MetanetX conversion,FALSE
methf[x],methf,MNXM511,MNXM511[x],x,TRUE,MetanetX conversion,FALSE
1pyr5c[m],1pyr5c,MNXM1105060,MNXM1105060[m],m,TRUE,MetanetX conversion,FALSE
5mthf[m],5mthf,MNXM1364093,MNXM1364093[m],m,TRUE,MetanetX conversion,FALSE
5mthf[x],5mthf,MNXM1364093,MNXM1364093[x],x,TRUE,MetanetX conversion,FALSE
10fthf[x],10fthf,MNXM1102376,MNXM1102376[x],x,TRUE,MetanetX conversion,FALSE
dmgly[m],dmgly,MNXM464,MNXM464[m],m,TRUE,MetanetX conversion,FALSE
ptrc[m],ptrc,MNXM118,MNXM118[m],m,TRUE,MetanetX conversion,FALSE
ptrc[x],ptrc,MNXM118,MNXM118[x],x,TRUE,MetanetX conversion,FALSE
ptrc[r],ptrc,MNXM118,MNXM118[r],r,TRUE,MetanetX conversion,FALSE
dhlam[x],dhlam,MNXM1277,MNXM1277[x],x,TRUE,MetanetX conversion,FALSE
dhlam[r],dhlam,MNXM1277,MNXM1277[r],r,TRUE,MetanetX conversion,FALSE
hcysL[m],hcysL,hcysL,hcysL[m],m,FALSE,Unchanged,FALSE
dtmp[x],dtmp,MNXM257,MNXM257[x],x,TRUE,MetanetX conversion,FALSE
dtmp[r],dtmp,MNXM257,MNXM257[r],r,TRUE,MetanetX conversion,FALSE
pe[x],pe,pe,pe[x],x,FALSE,Unchanged,FALSE
prot_lys[m],prot_lys,prot_lys,prot_lys[m],m,FALSE,Unchanged,FALSE
prot_tmlys[m],prot_tmlys,prot_tmlys,prot_tmlys[m],m,FALSE,Unchanged,FALSE
gar[m],gar,MNXM1104522,MNXM1104522[m],m,TRUE,MetanetX conversion,FALSE
fgam[m],fgam,MNXM1094915,MNXM1094915[m],m,TRUE,MetanetX conversion,FALSE
4gudbutn[m],4gudbutn,MNXM1312,MNXM1312[m],m,TRUE,MetanetX conversion,FALSE
r5p[m],r5p,MNXM1364029,MNXM1364029[m],m,TRUE,MetanetX conversion,FALSE
xu5pD[m],xu5pD,xu5pD,xu5pD[m],m,FALSE,Unchanged,FALSE
s7p[m],s7p,MNXM733314,MNXM733314[m],m,TRUE,MetanetX conversion,FALSE
r5p[x],r5p,MNXM1364029,MNXM1364029[x],x,TRUE,MetanetX conversion,FALSE
xu5pD[x],xu5pD,xu5pD,xu5pD[x],x,FALSE,Unchanged,FALSE
s7p[x],s7p,MNXM733314,MNXM733314[x],x,TRUE,MetanetX conversion,FALSE
e4p[m],e4p,MNXM258,MNXM258[m],m,TRUE,MetanetX conversion,FALSE
e4p[x],e4p,MNXM258,MNXM258[x],x,TRUE,MetanetX conversion,FALSE
aprut[m],aprut,MNXM1153,MNXM1153[m],m,TRUE,MetanetX conversion,FALSE
aprut[x],aprut,MNXM1153,MNXM1153[x],x,TRUE,MetanetX conversion,FALSE
aprut[r],aprut,MNXM1153,MNXM1153[r],r,TRUE,MetanetX conversion,FALSE
aacoa[r],aacoa,MNXM1103802,MNXM1103802[r],r,TRUE,MetanetX conversion,FALSE
ade[m],ade,MNXM168,MNXM168[m],m,TRUE,MetanetX conversion,FALSE
adn[m],adn,MNXM1105760,MNXM1105760[m],m,TRUE,MetanetX conversion,FALSE
r1p[m],r1p,MNXM1103205,MNXM1103205[m],m,TRUE,MetanetX conversion,FALSE
adn[x],adn,MNXM1105760,MNXM1105760[x],x,TRUE,MetanetX conversion,FALSE
r1p[x],r1p,MNXM1103205,MNXM1103205[x],x,TRUE,MetanetX conversion,FALSE
adn[r],adn,MNXM1105760,MNXM1105760[r],r,TRUE,MetanetX conversion,FALSE
dad_2[m],dad_2,MNXM625,MNXM625[m],m,TRUE,MetanetX conversion,FALSE
2dr1p[m],2dr1p,MNXM1108138,MNXM1108138[m],m,TRUE,MetanetX conversion,FALSE
nac[m],nac,MNXM274,MNXM274[m],m,TRUE,MetanetX conversion,FALSE
nicrns[m],nicrns,MNXM1102169,MNXM1102169[m],m,TRUE,MetanetX conversion,FALSE
nac[x],nac,MNXM274,MNXM274[x],x,TRUE,MetanetX conversion,FALSE
nicrns[x],nicrns,MNXM1102169,MNXM1102169[x],x,TRUE,MetanetX conversion,FALSE
ura[x],ura,MNXM1369194,MNXM1369194[x],x,TRUE,MetanetX conversion,FALSE
cytd[x],cytd,MNXM1364050,MNXM1364050[x],x,TRUE,MetanetX conversion,FALSE
csn[x],csn,MNXM761,MNXM761[x],x,TRUE,MetanetX conversion,FALSE
thymd[x],thymd,MNXM420,MNXM420[x],x,TRUE,MetanetX conversion,FALSE
thymd[r],thymd,MNXM420,MNXM420[r],r,TRUE,MetanetX conversion,FALSE
ump[x],ump,MNXM1104823,MNXM1104823[x],x,TRUE,MetanetX conversion,FALSE
