orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed
4abut[c],4abut,MNXM192,MNXM192[c],c,TRUE,MetanetX conversion,FALSE
orn[c],orn,MNXM741175,MNXM741175[c],c,TRUE,MetanetX conversion,FALSE
4gudbutn[c],4gudbutn,MNXM1312,MNXM1312[c],c,TRUE,MetanetX conversion,FALSE
arab__L[c],arab__L,MNXM734859,MNXM734859[c],c,TRUE,MetanetX conversion,FALSE
ara5p[c],ara5p,MNXM1137677,MNXM1137677[c],c,TRUE,MetanetX conversion,FALSE
acamp[c],acamp,acamp,acamp[c],c,FALSE,Unchanged,FALSE
amp[c],amp,MNXM728294,MNXM728294[c],c,TRUE,MetanetX conversion,FALSE
aacoa[c],aacoa,MNXM1103802,MNXM1103802[c],c,TRUE,MetanetX conversion,FALSE
acac[c],acac,MNXM729595,MNXM729595[c],c,TRUE,MetanetX conversion,FALSE
ppi[c],ppi,MNXM11,MNXM11[c],c,TRUE,MetanetX conversion,FALSE
pmtcoa[c],pmtcoa,MNXM1106160,MNXM1106160[c],c,TRUE,MetanetX conversion,FALSE
2agpg160[c],2agpg160,MNXM34740,MNXM34740[c],c,TRUE,MetanetX conversion,FALSE
pchol[c],pchol,pchol,pchol[c],c,FALSE,Unchanged,FALSE
adcobhex[c],adcobhex,MNXM877,MNXM877[c],c,TRUE,MetanetX conversion,FALSE
appl[c],appl,MNXM1107675,MNXM1107675[c],c,TRUE,MetanetX conversion,FALSE
adocbi[c],adocbi,MNXM1103715,MNXM1103715[c],c,TRUE,MetanetX conversion,FALSE
2maacoa[c],2maacoa,MNXM1104585,MNXM1104585[c],c,TRUE,MetanetX conversion,FALSE
ppcoa[c],ppcoa,MNXM1364414,MNXM1364414[c],c,TRUE,MetanetX conversion,FALSE
btcoa[c],btcoa,MNXM1104300,MNXM1104300[c],c,TRUE,MetanetX conversion,FALSE
3ohcoa[c],3ohcoa,MNXM1104699,MNXM1104699[c],c,TRUE,MetanetX conversion,FALSE
hxcoa[c],hxcoa,MNXM1103616,MNXM1103616[c],c,TRUE,MetanetX conversion,FALSE
3oocoa[c],3oocoa,MNXM1093448,MNXM1093448[c],c,TRUE,MetanetX conversion,FALSE
occoa[c],occoa,MNXM1093479,MNXM1093479[c],c,TRUE,MetanetX conversion,FALSE
3odcoa[c],3odcoa,MNXM1104685,MNXM1104685[c],c,TRUE,MetanetX conversion,FALSE
dcacoa[c],dcacoa,MNXM1092836,MNXM1092836[c],c,TRUE,MetanetX conversion,FALSE
3oddcoa[c],3oddcoa,MNXM1364155,MNXM1364155[c],c,TRUE,MetanetX conversion,FALSE
ddcacoa[c],ddcacoa,MNXM1092909,MNXM1092909[c],c,TRUE,MetanetX conversion,FALSE
3otdcoa[c],3otdcoa,MNXM1103776,MNXM1103776[c],c,TRUE,MetanetX conversion,FALSE
tdcoa[c],tdcoa,MNXM1104283,MNXM1104283[c],c,TRUE,MetanetX conversion,FALSE
3ohdcoa[c],3ohdcoa,MNXM1104713,MNXM1104713[c],c,TRUE,MetanetX conversion,FALSE
pa160[c],pa160,MNXM731668,MNXM731668[c],c,TRUE,MetanetX conversion,FALSE
1ag3p_SC[c],1ag3p_SC,MNXM728513,MNXM728513[c],c,TRUE,MetanetX conversion,FALSE
acald[c],acald,MNXM75,MNXM75[c],c,TRUE,MetanetX conversion,FALSE
acald[e],acald,MNXM75,MNXM75[e],e,TRUE,MetanetX conversion,FALSE
hco3[c],hco3,MNXM1094693,MNXM1094693[c],c,TRUE,MetanetX conversion,FALSE
malcoa[c],malcoa,MNXM1106093,MNXM1106093[c],c,TRUE,MetanetX conversion,FALSE
acetone[c],acetone,MNXM398,MNXM398[c],c,TRUE,MetanetX conversion,FALSE
acetone[e],acetone,MNXM398,MNXM398[e],e,TRUE,MetanetX conversion,FALSE
acglu[c],acglu,MNXM1371649,MNXM1371649[c],c,TRUE,MetanetX conversion,FALSE
acg5p[c],acg5p,MNXM1384,MNXM1384[c],c,TRUE,MetanetX conversion,FALSE
glyc3p[c],glyc3p,MNXM66,MNXM66[c],c,TRUE,MetanetX conversion,FALSE
2obut[c],2obut,MNXM159,MNXM159[c],c,TRUE,MetanetX conversion,FALSE
2ahbut[c],2ahbut,MNXM726902,MNXM726902[c],c,TRUE,MetanetX conversion,FALSE
alac__S[c],alac__S,MNXM1103847,MNXM1103847[c],c,TRUE,MetanetX conversion,FALSE
malon[c],malon,MNXM730881,MNXM730881[c],c,TRUE,MetanetX conversion,FALSE
ac[c],ac,MNXM26,MNXM26[c],c,TRUE,MetanetX conversion,FALSE
2mbcoa[c],2mbcoa,MNXM1364308,MNXM1364308[c],c,TRUE,MetanetX conversion,FALSE
acceptor[c],acceptor,acceptor,acceptor[c],c,FALSE,Unchanged,FALSE
2mb2coa[c],2mb2coa,MNXM1364139,MNXM1364139[c],c,TRUE,MetanetX conversion,FALSE
donorh2[c],donorh2,donorh2,donorh2[c],c,FALSE,Unchanged,FALSE
fad[c],fad,MNXM1364297,MNXM1364297[c],c,TRUE,MetanetX conversion,FALSE
fadh2[c],fadh2,MNXM1105762,MNXM1105762[c],c,TRUE,MetanetX conversion,FALSE
hx2coa[c],hx2coa,MNXM1104717,MNXM1104717[c],c,TRUE,MetanetX conversion,FALSE
oc2coa[c],oc2coa,MNXM1106007,MNXM1106007[c],c,TRUE,MetanetX conversion,FALSE
dc2coa[c],dc2coa,MNXM1104631,MNXM1104631[c],c,TRUE,MetanetX conversion,FALSE
dd2coa[c],dd2coa,MNXM1104661,MNXM1104661[c],c,TRUE,MetanetX conversion,FALSE
td2coa[c],td2coa,MNXM1104173,MNXM1104173[c],c,TRUE,MetanetX conversion,FALSE
hdd2coa[c],hdd2coa,MNXM1104633,MNXM1104633[c],c,TRUE,MetanetX conversion,FALSE
3mb2coa[c],3mb2coa,MNXM1364102,MNXM1364102[c],c,TRUE,MetanetX conversion,FALSE
ivcoa[c],ivcoa,MNXM1364110,MNXM1364110[c],c,TRUE,MetanetX conversion,FALSE
acACP[c],acACP,MNXM727672,MNXM727672[c],c,TRUE,MetanetX conversion,FALSE
acorn[c],acorn,MNXM817,MNXM817[c],c,TRUE,MetanetX conversion,FALSE
cit[c],cit,MNXM1107752,MNXM1107752[c],c,TRUE,MetanetX conversion,FALSE
acon_C[c],acon_C,MNXM1092518,MNXM1092518[c],c,TRUE,MetanetX conversion,FALSE
icit[c],icit,MNXM89661,MNXM89661[c],c,TRUE,MetanetX conversion,FALSE
acg5sa[c],acg5sa,MNXM1062,MNXM1062[c],c,TRUE,MetanetX conversion,FALSE
actp[c],actp,MNXM280,MNXM280[c],c,TRUE,MetanetX conversion,FALSE
ade[c],ade,MNXM168,MNXM168[c],c,TRUE,MetanetX conversion,FALSE
hxan[c],hxan,MNXM732487,MNXM732487[c],c,TRUE,MetanetX conversion,FALSE
nh3[c],nh3,MNXM729302,MNXM729302[c],c,TRUE,MetanetX conversion,FALSE
prpp[c],prpp,MNXM1104453,MNXM1104453[c],c,TRUE,MetanetX conversion,FALSE
aps[c],aps,MNXM1103086,MNXM1103086[c],c,TRUE,MetanetX conversion,FALSE
paps[c],paps,MNXM1104555,MNXM1104555[c],c,TRUE,MetanetX conversion,FALSE
dcamp[c],dcamp,MNXM1103622,MNXM1103622[c],c,TRUE,MetanetX conversion,FALSE
fum[c],fum,MNXM737340,MNXM737340[c],c,TRUE,MetanetX conversion,FALSE
25aics[c],25aics,MNXM1104647,MNXM1104647[c],c,TRUE,MetanetX conversion,FALSE
aicar[c],aicar,MNXM1103365,MNXM1103365[c],c,TRUE,MetanetX conversion,FALSE
gtp[c],gtp,MNXM1103553,MNXM1103553[c],c,TRUE,MetanetX conversion,FALSE
imp[c],imp,MNXM1101868,MNXM1101868[c],c,TRUE,MetanetX conversion,FALSE
gdp[c],gdp,MNXM1103285,MNXM1103285[c],c,TRUE,MetanetX conversion,FALSE
galur[c],galur,MNXM736226,MNXM736226[c],c,TRUE,MetanetX conversion,FALSE
galur1p[c],galur1p,galur1p,galur1p[c],c,FALSE,Unchanged,FALSE
glc_bD[c],glc_bD,MNXM1364205,MNXM1364205[c],c,TRUE,MetanetX conversion,FALSE
g6p_B[c],g6p_B,MNXM1105856,MNXM1105856[c],c,TRUE,MetanetX conversion,FALSE
g3pc[c],g3pc,MNXM1370177,MNXM1370177[c],c,TRUE,MetanetX conversion,FALSE
hdca[c],hdca,MNXM108,MNXM108[c],c,TRUE,MetanetX conversion,FALSE
palmACP[c],palmACP,MNXM728536,MNXM728536[c],c,TRUE,MetanetX conversion,FALSE
2agpe160[c],2agpe160,MNXM34810,MNXM34810[c],c,TRUE,MetanetX conversion,FALSE
pe160[c],pe160,MNXM32178,MNXM32178[c],c,TRUE,MetanetX conversion,FALSE
1agpe160[c],1agpe160,MNXM32511,MNXM32511[c],c,TRUE,MetanetX conversion,FALSE
g3pe[c],g3pe,MNXM1364369,MNXM1364369[c],c,TRUE,MetanetX conversion,FALSE
ala__L[c],ala__L,MNXM1105732,MNXM1105732[c],c,TRUE,MetanetX conversion,FALSE
glx[c],glx,MNXM69,MNXM69[c],c,TRUE,MetanetX conversion,FALSE
gly[c],gly,MNXM29,MNXM29[c],c,TRUE,MetanetX conversion,FALSE
achms[c],achms,MNXM1372419,MNXM1372419[c],c,TRUE,MetanetX conversion,FALSE
tsul[c],tsul,MNXM1094289,MNXM1094289[c],c,TRUE,MetanetX conversion,FALSE
trdrd[c],trdrd,MNXM741334,MNXM741334[c],c,TRUE,MetanetX conversion,FALSE
hcys__L[c],hcys__L,MNXM123,MNXM123[c],c,TRUE,MetanetX conversion,FALSE
trdox[c],trdox,MNXM1090214,MNXM1090214[c],c,TRUE,MetanetX conversion,FALSE
10fthf[c],10fthf,MNXM1102376,MNXM1102376[c],c,TRUE,MetanetX conversion,FALSE
thf[c],thf,MNXM1103936,MNXM1103936[c],c,TRUE,MetanetX conversion,FALSE
fprica[c],fprica,MNXM1104518,MNXM1104518[c],c,TRUE,MetanetX conversion,FALSE
air[c],air,MNXM1105983,MNXM1105983[c],c,TRUE,MetanetX conversion,FALSE
5caiz[c],5caiz,MNXM1542101,MNXM1542101[c],c,TRUE,MetanetX conversion,FALSE
5aizc[c],5aizc,MNXM737371,MNXM737371[c],c,TRUE,MetanetX conversion,FALSE
ala__D[c],ala__D,MNXM1105731,MNXM1105731[c],c,TRUE,MetanetX conversion,FALSE
alaala[c],alaala,MNXM1364149,MNXM1364149[c],c,TRUE,MetanetX conversion,FALSE
5aop[c],5aop,MNXM405,MNXM405[c],c,TRUE,MetanetX conversion,FALSE
glu__D[c],glu__D,MNXM331,MNXM331[c],c,TRUE,MetanetX conversion,FALSE
etoh[c],etoh,MNXM1108092,MNXM1108092[c],c,TRUE,MetanetX conversion,FALSE
mmsa[c],mmsa,mmsa,mmsa[c],c,FALSE,Unchanged,FALSE
mm[c],mm,MNXM1572,MNXM1572[c],c,TRUE,MetanetX conversion,FALSE
3hmoa[c],3hmoa,MNXM1638,MNXM1638[c],c,TRUE,MetanetX conversion,FALSE
r5p[c],r5p,MNXM1364029,MNXM1364029[c],c,TRUE,MetanetX conversion,FALSE
cgly[c],cgly,MNXM683,MNXM683[c],c,TRUE,MetanetX conversion,FALSE
cys__L[c],cys__L,MNXM738068,MNXM738068[c],c,TRUE,MetanetX conversion,FALSE
anth[c],anth,MNXM188,MNXM188[c],c,TRUE,MetanetX conversion,FALSE
pran[c],pran,MNXM1489,MNXM1489[c],c,TRUE,MetanetX conversion,FALSE
chor[c],chor,MNXM337,MNXM337[c],c,TRUE,MetanetX conversion,FALSE
gln__L[c],gln__L,MNXM37,MNXM37[c],c,TRUE,MetanetX conversion,FALSE
ala_B[c],ala_B,MNXM144,MNXM144[c],c,TRUE,MetanetX conversion,FALSE
his__L__p[c],his__L__p,his__L__p,his__L__p[c],c,FALSE,Unchanged,FALSE
pnphis__L[c],pnphis__L,pnphis__L,pnphis__L[c],c,FALSE,Unchanged,FALSE
rbl__L[c],rbl__L,MNXM735691,MNXM735691[c],c,TRUE,MetanetX conversion,FALSE
urea[c],urea,MNXM117,MNXM117[c],c,TRUE,MetanetX conversion,FALSE
argsuc[c],argsuc,MNXM722743,MNXM722743[c],c,TRUE,MetanetX conversion,FALSE
citr__L[c],citr__L,MNXM732471,MNXM732471[c],c,TRUE,MetanetX conversion,FALSE
phe__L[c],phe__L,MNXM741664,MNXM741664[c],c,TRUE,MetanetX conversion,FALSE
aspsa[c],aspsa,MNXM361,MNXM361[c],c,TRUE,MetanetX conversion,FALSE
4pasp[c],4pasp,MNXM1177,MNXM1177[c],c,TRUE,MetanetX conversion,FALSE
4hthdp[c],4hthdp,MNXM1137652,MNXM1137652[c],c,TRUE,MetanetX conversion,FALSE
asn__L[e],asn__L,MNXM1107821,MNXM1107821[e],e,TRUE,MetanetX conversion,FALSE
h[e],h,MNXM1,MNXM1[e],e,TRUE,MetanetX conversion,FALSE
asn__L[c],asn__L,MNXM1107821,MNXM1107821[c],c,TRUE,MetanetX conversion,FALSE
h2o[e],h2o,WATER,WATER[e],e,TRUE,Other conversion,FALSE
asp__L[e],asp__L,MNXM1364673,MNXM1364673[e],e,TRUE,MetanetX conversion,FALSE
nh3[e],nh3,MNXM729302,MNXM729302[e],e,TRUE,MetanetX conversion,FALSE
cbp[c],cbp,MNXM138,MNXM138[c],c,TRUE,MetanetX conversion,FALSE
cbasp[c],cbasp,MNXM465,MNXM465[c],c,TRUE,MetanetX conversion,FALSE
iasp[c],iasp,MNXM1371470,MNXM1371470[c],c,TRUE,MetanetX conversion,FALSE
asp__D[c],asp__D,MNXM1364674,MNXM1364674[c],c,TRUE,MetanetX conversion,FALSE
alpro[c],alpro,MNXM740461,MNXM740461[c],c,TRUE,MetanetX conversion,FALSE
dhlpro[c],dhlpro,MNXM731214,MNXM731214[c],c,TRUE,MetanetX conversion,FALSE
mlthf[c],mlthf,MNXM1102150,MNXM1102150[c],c,TRUE,MetanetX conversion,FALSE
prbatp[c],prbatp,MNXM1372184,MNXM1372184[c],c,TRUE,MetanetX conversion,FALSE
3mop[c],3mop,MNXM1363947,MNXM1363947[c],c,TRUE,MetanetX conversion,FALSE
ile__L[c],ile__L,MNXM728337,MNXM728337[c],c,TRUE,MetanetX conversion,FALSE
bhb[c],bhb,MNXM1104965,MNXM1104965[c],c,TRUE,MetanetX conversion,FALSE
fdp_B[c],fdp_B,MNXM1364374,fdp_B[c],c,TRUE,MetanetX conversion,FALSE
f6p_B[c],f6p_B,MNXM730218,MNXM730218[c],c,TRUE,MetanetX conversion,FALSE
clpn160[c],clpn160,MNXM736425,MNXM736425[c],c,TRUE,MetanetX conversion,FALSE
cmp[c],cmp,MNXM1103302,MNXM1103302[c],c,TRUE,MetanetX conversion,FALSE
damp[c],damp,MNXM432,MNXM432[c],c,TRUE,MetanetX conversion,FALSE
dcmp[c],dcmp,MNXM266,MNXM266[c],c,TRUE,MetanetX conversion,FALSE
dgmp[c],dgmp,MNXM736654,MNXM736654[c],c,TRUE,MetanetX conversion,FALSE
dtmp[c],dtmp,MNXM257,MNXM257[c],c,TRUE,MetanetX conversion,FALSE
fuc__L[c],fuc__L,MNXM1364453,MNXM1364453[c],c,TRUE,MetanetX conversion,FALSE
gal[c],gal,MNXM1364662,MNXM1364662[c],c,TRUE,MetanetX conversion,FALSE
gam[c],gam,MNXM1105684,MNXM1105684[c],c,TRUE,MetanetX conversion,FALSE
glc_A[c],glc_A,glc_A,glc_A[c],c,FALSE,Unchanged,FALSE
gmp[c],gmp,MNXM1101285,MNXM1101285[c],c,TRUE,MetanetX conversion,FALSE
his__L[c],his__L,MNXM1107769,MNXM1107769[c],c,TRUE,MetanetX conversion,FALSE
kdo2[c],kdo2,kdo2,kdo2[c],c,FALSE,Unchanged,FALSE
leu__L[c],leu__L,MNXM1106761,MNXM1106761[c],c,TRUE,MetanetX conversion,FALSE
tllipid4[c],tllipid4,tllipid4,tllipid4[c],c,FALSE,Unchanged,FALSE
lys__L[c],lys__L,MNXM1364416,MNXM1364416[c],c,TRUE,MetanetX conversion,FALSE
man[c],man,MNXM1364255,MNXM1364255[c],c,TRUE,MetanetX conversion,FALSE
met__L[c],met__L,MNXM738804,MNXM738804[c],c,TRUE,MetanetX conversion,FALSE
peptidom[c],peptidom,peptidom,peptidom[c],c,FALSE,Unchanged,FALSE
pg160[c],pg160,MNXM734041,MNXM734041[c],c,TRUE,MetanetX conversion,FALSE
pro__L[c],pro__L,MNXM114,MNXM114[c],c,TRUE,MetanetX conversion,FALSE
ser__L[c],ser__L,MNXM737787,MNXM737787[c],c,TRUE,MetanetX conversion,FALSE
thr__L[c],thr__L,MNXM142,MNXM142[c],c,TRUE,MetanetX conversion,FALSE
trp__L[c],trp__L,MNXM741553,MNXM741553[c],c,TRUE,MetanetX conversion,FALSE
tyr__L[c],tyr__L,MNXM76,MNXM76[c],c,TRUE,MetanetX conversion,FALSE
ump[c],ump,MNXM1104823,MNXM1104823[c],c,TRUE,MetanetX conversion,FALSE
val__L[c],val__L,MNXM199,MNXM199[c],c,TRUE,MetanetX conversion,FALSE
xyl__D[c],xyl__D,MNXM169454,MNXM169454[c],c,TRUE,MetanetX conversion,FALSE
pheme[c],pheme,MNXM1369759,MNXM1369759[c],c,TRUE,MetanetX conversion,FALSE
pap[c],pap,MNXM1103458,MNXM1103458[c],c,TRUE,MetanetX conversion,FALSE
cdpdag[c],cdpdag,cdpdag,cdpdag[c],c,FALSE,Unchanged,FALSE
chol[c],chol,MNXM90,MNXM90[c],c,TRUE,MetanetX conversion,FALSE
pgp_EC[c],pgp_EC,MNXM740944,MNXM740944[c],c,TRUE,MetanetX conversion,FALSE
ps160[c],ps160,MNXM734047,MNXM734047[c],c,TRUE,MetanetX conversion,FALSE
cgly[e],cgly,MNXM683,MNXM683[e],e,TRUE,MetanetX conversion,FALSE
cbglu[c],cbglu,cbglu,cbglu[c],c,FALSE,Unchanged,FALSE
chol[e],chol,MNXM90,MNXM90[e],e,TRUE,MetanetX conversion,FALSE
3psme[c],3psme,MNXM1365,MNXM1365[c],c,TRUE,MetanetX conversion,FALSE
citac[c],citac,MNXM727489,MNXM727489[c],c,TRUE,MetanetX conversion,FALSE
r3mmal[c],r3mmal,MNXM725945,MNXM725945[c],c,TRUE,MetanetX conversion,FALSE
co2[e],co2,MNXM13,MNXM13[e],e,TRUE,MetanetX conversion,FALSE
cobalt2[e],cobalt2,MNXM90960,MNXM90960[e],e,TRUE,MetanetX conversion,FALSE
cobalt2[c],cobalt2,MNXM90960,MNXM90960[c],c,TRUE,MetanetX conversion,FALSE
q8h2[c],q8h2,MNXM191,MNXM191[c],c,TRUE,MetanetX conversion,FALSE
q8[c],q8,MNXM1369705,MNXM1369705[c],c,TRUE,MetanetX conversion,FALSE
co[c],co,MNXM726637,MNXM726637[c],c,TRUE,MetanetX conversion,FALSE
co[e],co,MNXM726637,MNXM726637[e],e,TRUE,MetanetX conversion,FALSE
cpppg3[c],cpppg3,MNXM735625,MNXM735625[c],c,TRUE,MetanetX conversion,FALSE
pppg9[c],pppg9,MNXM351,MNXM351[c],c,TRUE,MetanetX conversion,FALSE
csn[c],csn,MNXM761,MNXM761[c],c,TRUE,MetanetX conversion,FALSE
ura[c],ura,MNXM1369194,MNXM1369194[c],c,TRUE,MetanetX conversion,FALSE
utp[c],utp,MNXM1101474,MNXM1101474[c],c,TRUE,MetanetX conversion,FALSE
ctp[c],ctp,MNXM1103718,MNXM1103718[c],c,TRUE,MetanetX conversion,FALSE
h2s[c],h2s,MNXM1366923,MNXM1366923[c],c,TRUE,MetanetX conversion,FALSE
acser[c],acser,MNXM418,MNXM418[c],c,TRUE,MetanetX conversion,FALSE
so2[c],so2,MNXM4835,MNXM4835[c],c,TRUE,MetanetX conversion,FALSE
mercppyr[c],mercppyr,MNXM1214,MNXM1214[c],c,TRUE,MetanetX conversion,FALSE
cyst__L[c],cyst__L,MNXM319,MNXM319[c],c,TRUE,MetanetX conversion,FALSE
cytd[c],cytd,MNXM1364050,MNXM1364050[c],c,TRUE,MetanetX conversion,FALSE
rib__D[c],rib__D,MNXM1108051,MNXM1108051[c],c,TRUE,MetanetX conversion,FALSE
cdp[c],cdp,MNXM1102191,MNXM1102191[c],c,TRUE,MetanetX conversion,FALSE
dcdp[c],dcdp,MNXM411,MNXM411[c],c,TRUE,MetanetX conversion,FALSE
phe__D[c],phe__D,MNXM1093965,MNXM1093965[c],c,TRUE,MetanetX conversion,FALSE
