orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed
cpd11493__91__c0__93__,cpd11493,MNXM740696,MNXM740696[c],c,TRUE,MetanetX conversion,TRUE
cpd03443__91__c0__93__,cpd03443,MNXM1369667,MNXM1369667[c],c,TRUE,MetanetX conversion,TRUE
cpd03444__91__c0__93__,cpd03444,MNXM1369630,MNXM1369630[c],c,TRUE,MetanetX conversion,TRUE
cpd11524__91__c0__93__,cpd11524,MNXM8175,MNXM8175[c],c,TRUE,MetanetX conversion,TRUE
cpd01772__91__c0__93__,cpd01772,MNXM1212,MNXM1212[c],c,TRUE,MetanetX conversion,TRUE
cpd03451__91__c0__93__,cpd03451,MNXM727528,MNXM727528[c],c,TRUE,MetanetX conversion,TRUE
cpd00421__91__c0__93__,cpd00421,MNXM332,MNXM332[c],c,TRUE,MetanetX conversion,TRUE
cpd11492__91__c0__93__,cpd11492,MNXM731940,MNXM731940[c],c,TRUE,MetanetX conversion,TRUE
cpd11525__91__c0__93__,cpd11525,MNXM10423,MNXM10423[c],c,TRUE,MetanetX conversion,TRUE
cpd00034__91__e0__93__,cpd00034,MNXM1372251,MNXM1372251[e],e,TRUE,MetanetX conversion,TRUE
cpd11496__91__c0__93__,cpd11496,MNXM10219,MNXM10219[c],c,TRUE,MetanetX conversion,TRUE
cpd11495__91__c0__93__,cpd11495,MNXM9860,MNXM9860[c],c,TRUE,MetanetX conversion,TRUE
cpd02083__91__c0__93__,cpd02083,MNXM735625,MNXM735625[c],c,TRUE,MetanetX conversion,TRUE
cpd00817__91__c0__93__,cpd00817,MNXM1137677,MNXM1137677[c],c,TRUE,MetanetX conversion,TRUE
cpd11515__91__c0__93__,cpd11515,MNXM6636,MNXM6636[c],c,TRUE,MetanetX conversion,TRUE
cpd01741__91__e0__93__,cpd01741,MNXM402,MNXM402[e],e,TRUE,MetanetX conversion,TRUE
cpd11488__91__c0__93__,cpd11488,MNXM727386,MNXM727386[c],c,TRUE,MetanetX conversion,TRUE
cpd15268__91__c0__93__,cpd15268,MNXM162484,MNXM162484[c],c,TRUE,MetanetX conversion,TRUE
cpd01270__91__c0__93__,cpd01270,MNXM1107623,MNXM1107623[c],c,TRUE,MetanetX conversion,TRUE
cpd04122__91__c0__93__,cpd04122,MNXM2212,MNXM2212[c],c,TRUE,MetanetX conversion,TRUE
cpd00050__91__c0__93__,cpd00050,MNXM1364295,MNXM1364295[c],c,TRUE,MetanetX conversion,TRUE
cpd00027__91__c0__93__,cpd00027,MNXM1364206,MNXM1364206[c],c,TRUE,MetanetX conversion,TRUE
cpd11532__91__c0__93__,cpd11532,MNXM8225,MNXM8225[c],c,TRUE,MetanetX conversion,TRUE
cpd00080__91__c0__93__,cpd00080,MNXM66,MNXM66[c],c,TRUE,MetanetX conversion,TRUE
cpd11533__91__c0__93__,cpd11533,MNXM9671,MNXM9671[c],c,TRUE,MetanetX conversion,TRUE
cpd03918__91__c0__93__,cpd03918,MNXM1103715,MNXM1103715[c],c,TRUE,MetanetX conversion,TRUE
cpd00355__91__e0__93__,cpd00355,MNXM355,MNXM355[e],e,TRUE,MetanetX conversion,TRUE
cpd00626__91__c0__93__,cpd00626,MNXM1105949,MNXM1105949[c],c,TRUE,MetanetX conversion,TRUE
cpd02120__91__c0__93__,cpd02120,MNXM807,MNXM807[c],c,TRUE,MetanetX conversion,TRUE
cpd03448__91__c0__93__,cpd03448,MNXM1373894,MNXM1373894[c],c,TRUE,MetanetX conversion,TRUE
cpd11516__91__c0__93__,cpd11516,MNXM9700,MNXM9700[c],c,TRUE,MetanetX conversion,TRUE
cpd11507__91__c0__93__,cpd11507,MNXM8218,MNXM8218[c],c,TRUE,MetanetX conversion,TRUE
cpd11508__91__c0__93__,cpd11508,MNXM9655,MNXM9655[c],c,TRUE,MetanetX conversion,TRUE
cpd11504__91__c0__93__,cpd11504,MNXM10448,MNXM10448[c],c,TRUE,MetanetX conversion,TRUE
cpd03447__91__c0__93__,cpd03447,MNXM1903,MNXM1903[c],c,TRUE,MetanetX conversion,TRUE
cpd00058__91__e0__93__,cpd00058,MNXM731166,MNXM731166[e],e,TRUE,MetanetX conversion,TRUE
cpd00906__91__c0__93__,cpd00906,MNXM726465,MNXM726465[c],c,TRUE,MetanetX conversion,TRUE
cpd11540__91__c0__93__,cpd11540,MNXM6644,MNXM6644[c],c,TRUE,MetanetX conversion,TRUE
cpd00760__91__c0__93__,cpd00760,MNXM1364308,MNXM1364308[c],c,TRUE,MetanetX conversion,TRUE
cpd11499__91__c0__93__,cpd11499,MNXM8147,MNXM8147[c],c,TRUE,MetanetX conversion,TRUE
cpd03919__91__c0__93__,cpd03919,MNXM1104880,MNXM1104880[c],c,TRUE,MetanetX conversion,TRUE
cpd03917__91__c0__93__,cpd03917,MNXM877,MNXM877[c],c,TRUE,MetanetX conversion,TRUE
cpd02039__91__c0__93__,cpd02039,MNXM1107676,MNXM1107676[c],c,TRUE,MetanetX conversion,TRUE
cpd02590__91__c0__93__,cpd02590,MNXM731634,MNXM731634[c],c,TRUE,MetanetX conversion,TRUE
cpd02557__91__c0__93__,cpd02557,MNXM1373576,MNXM1373576[c],c,TRUE,MetanetX conversion,TRUE
cpd11484__91__c0__93__,cpd11484,MNXM728567,MNXM728567[c],c,TRUE,MetanetX conversion,TRUE
cpd11529__91__c0__93__,cpd11529,MNXM10475,MNXM10475[c],c,TRUE,MetanetX conversion,TRUE
cpd00558__91__e0__93__,cpd00558,MNXM408,MNXM408[e],e,TRUE,MetanetX conversion,TRUE
cpd15479__91__c0__93__,cpd15479,MNXM738100,MNXM738100[c],c,TRUE,MetanetX conversion,TRUE
cpd00030__91__e0__93__,cpd00030,MNXM2255,MNXM2255[e],e,TRUE,MetanetX conversion,TRUE
cpd02685__91__c0__93__,cpd02685,MNXM164994,MNXM164994[c],c,TRUE,MetanetX conversion,TRUE
cpd03916__91__c0__93__,cpd03916,MNXM735498,MNXM735498[c],c,TRUE,MetanetX conversion,TRUE
cpd03915__91__c0__93__,cpd03915,MNXM1373367,MNXM1373367[c],c,TRUE,MetanetX conversion,TRUE
cpd00063__91__e0__93__,cpd00063,MNXM128,MNXM128[e],e,TRUE,MetanetX conversion,TRUE
cpd03920__91__c0__93__,cpd03920,MNXM1101279,MNXM1101279[c],c,TRUE,MetanetX conversion,TRUE
cpd11503__91__c0__93__,cpd11503,MNXM8195,MNXM8195[c],c,TRUE,MetanetX conversion,TRUE
cpd11536__91__c0__93__,cpd11536,MNXM8010,MNXM8010[c],c,TRUE,MetanetX conversion,TRUE
cpd00655__91__e0__93__,cpd00655,MNXM1104543,MNXM1104543[e],e,TRUE,MetanetX conversion,TRUE
cpd03289__91__c0__93__,cpd03289,MNXM1872,MNXM1872[c],c,TRUE,MetanetX conversion,TRUE
cpd08316__91__c0__93__,cpd08316,MNXM731697,MNXM731697[c],c,TRUE,MetanetX conversion,TRUE
cpd15489__91__c0__93__,cpd15489,MNXM92389,MNXM92389[c],c,TRUE,MetanetX conversion,TRUE
cpd04920__91__c0__93__,cpd04920,MNXM1107955,MNXM1107955[c],c,TRUE,MetanetX conversion,TRUE
cpd11521__91__c0__93__,cpd11521,MNXM10327,MNXM10327[c],c,TRUE,MetanetX conversion,TRUE
cpd11520__91__c0__93__,cpd11520,MNXM11926,MNXM11926[c],c,TRUE,MetanetX conversion,TRUE
cpd02021__91__c0__93__,cpd02021,MNXM726805,MNXM726805[c],c,TRUE,MetanetX conversion,TRUE
cpd11511__91__c0__93__,cpd11511,MNXM8003,MNXM8003[c],c,TRUE,MetanetX conversion,TRUE
cpd00045__91__c0__93__,cpd00045,MNXM1103458,MNXM1103458[c],c,TRUE,MetanetX conversion,TRUE
cpd02886__91__c0__93__,cpd02886,MNXM1107761,MNXM1107761[c],c,TRUE,MetanetX conversion,TRUE
cpd03423__91__c0__93__,cpd03423,MNXM729592,MNXM729592[c],c,TRUE,MetanetX conversion,TRUE
cpd11537__91__c0__93__,cpd11537,MNXM9695,MNXM9695[c],c,TRUE,MetanetX conversion,TRUE
cpd15269__91__e0__93__,cpd15269,MNXM65309,MNXM65309[e],e,TRUE,MetanetX conversion,TRUE
cpd11541__91__c0__93__,cpd11541,MNXM9707,MNXM9707[c],c,TRUE,MetanetX conversion,TRUE
cpd11528__91__c0__93__,cpd11528,MNXM8209,MNXM8209[c],c,TRUE,MetanetX conversion,TRUE
cpd03494__91__c0__93__,cpd03494,MNXM1372553,MNXM1372553[c],c,TRUE,MetanetX conversion,TRUE
cpd15358__91__c0__93__,cpd15358,MNXM1371225,MNXM1371225[c],c,TRUE,MetanetX conversion,TRUE
cpd02295__91__c0__93__,cpd02295,MNXM552,MNXM552[c],c,TRUE,MetanetX conversion,TRUE
cpd11512__91__c0__93__,cpd11512,MNXM9684,MNXM9684[c],c,TRUE,MetanetX conversion,TRUE
cpd00111__91__c0__93__,cpd00111,MNXM1372264,MNXM1372264[c],c,TRUE,MetanetX conversion,TRUE
cpd03422__91__e0__93__,cpd03422,MNXM1372278,MNXM1372278[e],e,TRUE,MetanetX conversion,TRUE
cpd02968__91__c0__93__,cpd02968,MNXM732168,MNXM732168[c],c,TRUE,MetanetX conversion,TRUE
cpd00658__91__c0__93__,cpd00658,MNXM799,MNXM799[c],c,TRUE,MetanetX conversion,TRUE
cpd01080__91__e0__93__,cpd01080,MNXM236,MNXM236[e],e,TRUE,MetanetX conversion,TRUE
cpd00111__91__e0__93__,cpd00111,MNXM1372264,MNXM1372264[e],e,TRUE,MetanetX conversion,TRUE
cpd11500__91__c0__93__,cpd11500,MNXM10370,MNXM10370[c],c,TRUE,MetanetX conversion,TRUE
cpd03847__91__e0__93__,cpd03847,MNXM314,MNXM314[e],e,TRUE,MetanetX conversion,TRUE
cpd00869__91__c0__93__,cpd00869,MNXM276,MNXM276[c],c,TRUE,MetanetX conversion,TRUE
cpd11295__91__c0__93__,cpd11295,MNXM162358,MNXM162358[c],c,TRUE,MetanetX conversion,TRUE
cpd11217__91__c0__93__,cpd11217,MNXM1091615,MNXM1091615[c],c,TRUE,MetanetX conversion,TRUE
cpd00070__91__c0__93__,cpd00070,MNXM1106093,MNXM1106093[c],c,TRUE,MetanetX conversion,TRUE
cpd00085__91__c0__93__,cpd00085,MNXM144,MNXM144[c],c,TRUE,MetanetX conversion,TRUE
cpd00506__91__c0__93__,cpd00506,MNXM735669,MNXM735669[c],c,TRUE,MetanetX conversion,TRUE
cpd00013__91__e0__93__,cpd00013,MNXM729302,MNXM729302[e],e,TRUE,MetanetX conversion,TRUE
cpd02591__91__c0__93__,cpd02591,MNXM732668,MNXM732668[c],c,TRUE,MetanetX conversion,TRUE
cpd16335__91__c0__93__,cpd16335,MNXM730931,MNXM730931[c],c,TRUE,MetanetX conversion,TRUE
cpd00460__91__c0__93__,cpd00460,MNXM434,MNXM434[c],c,TRUE,MetanetX conversion,TRUE
cpd03285__91__c0__93__,cpd03285,MNXM594,MNXM594[c],c,TRUE,MetanetX conversion,TRUE
cpd08367__91__c0__93__,cpd08367,MNXM530,MNXM530[c],c,TRUE,MetanetX conversion,TRUE
cpd00607__91__c0__93__,cpd00607,MNXM1364563,MNXM1364563[c],c,TRUE,MetanetX conversion,TRUE
cpd01502__91__c0__93__,cpd01502,MNXM1372119,MNXM1372119[c],c,TRUE,MetanetX conversion,TRUE
cpd03593__91__c0__93__,cpd03593,MNXM725944,MNXM725944[c],c,TRUE,MetanetX conversion,TRUE
cpd00029__91__e0__93__,cpd00029,MNXM26,MNXM26[e],e,TRUE,MetanetX conversion,TRUE
cpd00278__91__c0__93__,cpd00278,MNXM315,MNXM315[c],c,TRUE,MetanetX conversion,TRUE
cpd11175__91__c0__93__,cpd11175,MNXM735462,MNXM735462[c],c,TRUE,MetanetX conversion,TRUE
cpd00035__91__e0__93__,cpd00035,MNXM1105732,MNXM1105732[e],e,TRUE,MetanetX conversion,TRUE
cpd00117__91__e0__93__,cpd00117,MNXM1105731,MNXM1105731[e],e,TRUE,MetanetX conversion,TRUE
cpd00528__91__e0__93__,cpd00528,MNXM51036,MNXM51036[e],e,TRUE,MetanetX conversion,TRUE
cpd00239__91__e0__93__,cpd00239,MNXM1366923,MNXM1366923[e],e,TRUE,MetanetX conversion,TRUE
cpd15886__91__c0__93__,cpd15886,MNXM162779,MNXM162779[c],c,TRUE,MetanetX conversion,TRUE
cpd15833__91__c0__93__,cpd15833,MNXM147632,MNXM147632[c],c,TRUE,MetanetX conversion,TRUE
cpd02483__91__c0__93__,cpd02483,MNXM920,MNXM920[c],c,TRUE,MetanetX conversion,TRUE
cpd15888__91__c0__93__,cpd15888,MNXM7808,MNXM7808[c],c,TRUE,MetanetX conversion,TRUE
cpd15901__91__c0__93__,cpd15901,MNXM6073,MNXM6073[c],c,TRUE,MetanetX conversion,TRUE
cpd15831__91__c0__93__,cpd15831,MNXM1370533,MNXM1370533[c],c,TRUE,MetanetX conversion,TRUE
cpd15882__91__c0__93__,cpd15882,MNXM5672,MNXM5672[c],c,TRUE,MetanetX conversion,TRUE
cpd15908__91__c0__93__,cpd15908,MNXM4151,MNXM4151[c],c,TRUE,MetanetX conversion,TRUE
cpd15900__91__c0__93__,cpd15900,MNXM114343,MNXM114343[c],c,TRUE,MetanetX conversion,TRUE
cpd15832__91__c0__93__,cpd15832,MNXM4856,MNXM4856[c],c,TRUE,MetanetX conversion,TRUE
cpd15883__91__c0__93__,cpd15883,MNXM5673,MNXM5673[c],c,TRUE,MetanetX conversion,TRUE
cpd15909__91__c0__93__,cpd15909,MNXM726967,MNXM726967[c],c,TRUE,MetanetX conversion,TRUE
cpd16398__91__c0__93__,cpd16398,MNXM2930,MNXM2930[c],c,TRUE,MetanetX conversion,TRUE
cpd15829__91__c0__93__,cpd15829,MNXM4423,MNXM4423[c],c,TRUE,MetanetX conversion,TRUE
cpd15827__91__c0__93__,cpd15827,MNXM5029,MNXM5029[c],c,TRUE,MetanetX conversion,TRUE
cpd15828__91__c0__93__,cpd15828,MNXM3883,MNXM3883[c],c,TRUE,MetanetX conversion,TRUE
cpd15850__91__c0__93__,cpd15850,MNXM114350,MNXM114350[c],c,TRUE,MetanetX conversion,TRUE
cpd03521__91__c0__93__,cpd03521,MNXM1364608,MNXM1364608[c],c,TRUE,MetanetX conversion,TRUE
cpd02961__91__c0__93__,cpd02961,MNXM1372342,MNXM1372342[c],c,TRUE,MetanetX conversion,TRUE
cpd00954__91__c0__93__,cpd00954,MNXM728662,MNXM728662[c],c,TRUE,MetanetX conversion,TRUE
cpd00229__91__c0__93__,cpd00229,MNXM734590,MNXM734590[c],c,TRUE,MetanetX conversion,TRUE
cpd02920__91__c0__93__,cpd02920,MNXM727068,MNXM727068[c],c,TRUE,MetanetX conversion,TRUE
cpd00443__91__c0__93__,cpd00443,MNXM421,MNXM421[c],c,TRUE,MetanetX conversion,TRUE
cpd15830__91__c0__93__,cpd15830,MNXM114345,MNXM114345[c],c,TRUE,MetanetX conversion,TRUE
cpd15851__91__c0__93__,cpd15851,MNXM91113,MNXM91113[c],c,TRUE,MetanetX conversion,TRUE
cpd02041__91__c0__93__,cpd02041,MNXM733231,MNXM733231[c],c,TRUE,MetanetX conversion,TRUE
cpd15853__91__c0__93__,cpd15853,MNXM1974,MNXM1974[c],c,TRUE,MetanetX conversion,TRUE
2ATDLH6U__91__c0__93__,2ATDLH6U,2ATDLH6U,2ATDLH6U[c],c,FALSE,Unchanged,TRUE
cpd17158__91__c0__93__,cpd17158,MNXM5788,MNXM5788[c],c,TRUE,MetanetX conversion,TRUE
2A3DHQ__91__c0__93__,2A3DHQ,2A3DHQ,2A3DHQ[c],c,FALSE,Unchanged,TRUE
4A3DHS__91__c0__93__,4A3DHS,4A3DHS,4A3DHS[c],c,FALSE,Unchanged,TRUE
4ASKM__91__c0__93__,4ASKM,4ASKM,4ASKM[c],c,FALSE,Unchanged,TRUE
4A3H15D1C__91__c0__93__,4A3H15D1C,4A3H15D1C,4A3H15D1C[c],c,FALSE,Unchanged,TRUE
cpd00139__91__c0__93__,cpd00139,MNXM222,MNXM222[c],c,TRUE,MetanetX conversion,TRUE
cpd00040__91__c0__93__,cpd00040,MNXM69,MNXM69[c],c,TRUE,MetanetX conversion,TRUE
cpd00374__91__c0__93__,cpd00374,MNXM603,MNXM603[c],c,TRUE,MetanetX conversion,TRUE
GGT__91__c0__93__,GGT,GGT,GGT[c],c,FALSE,Unchanged,TRUE
4HM2FCP__91__c0__93__,4HM2FCP,4HM2FCP,4HM2FCP[c],c,FALSE,Unchanged,TRUE
5AM3FMP__91__c0__93__,5AM3FMP,5AM3FMP,5AM3FMP[c],c,FALSE,Unchanged,TRUE
5AM3FMPP__91__c0__93__,5AM3FMPP,5AM3FMPP,5AM3FMPP[c],c,FALSE,Unchanged,TRUE
AEPM2FMA__91__c0__93__,AEPM2FMA,AEPM2FMA,AEPM2FMA[c],c,FALSE,Unchanged,TRUE
cpd00244__91__c0__93__,cpd00244,MNXM731950,MNXM731950[c],c,TRUE,MetanetX conversion,TRUE
cpd15873__91__c0__93__,cpd15873,MNXM7194,MNXM7194[c],c,TRUE,MetanetX conversion,TRUE
cpd15874__91__c0__93__,cpd15874,MNXM7195,MNXM7195[c],c,TRUE,MetanetX conversion,TRUE
cpd15875__91__c0__93__,cpd15875,MNXM7196,MNXM7196[c],c,TRUE,MetanetX conversion,TRUE
cpd15905__91__c0__93__,cpd15905,MNXM6645,MNXM6645[c],c,TRUE,MetanetX conversion,TRUE
cpd03425__91__c0__93__,cpd03425,MNXM726722,MNXM726722[c],c,TRUE,MetanetX conversion,TRUE
cpd00244__91__e0__93__,cpd00244,MNXM731950,MNXM731950[e],e,TRUE,MetanetX conversion,TRUE
cpd00180__91__c0__93__,cpd00180,MNXM291,MNXM291[c],c,TRUE,MetanetX conversion,TRUE
cpd15839__91__c0__93__,cpd15839,MNXM1364332,MNXM1364332[c],c,TRUE,MetanetX conversion,TRUE
cpd00159__91__c0__93__,cpd00159,MNXM1372482,MNXM1372482[c],c,TRUE,MetanetX conversion,TRUE
cpd15809__91__c0__93__,cpd15809,MNXM2888,MNXM2888[c],c,TRUE,MetanetX conversion,TRUE
cpd15889__91__c0__93__,cpd15889,MNXM2126,MNXM2126[c],c,TRUE,MetanetX conversion,TRUE
cpd15864__91__c0__93__,cpd15864,MNXM732857,MNXM732857[c],c,TRUE,MetanetX conversion,TRUE
cpd15865__91__c0__93__,cpd15865,MNXM732475,MNXM732475[c],c,TRUE,MetanetX conversion,TRUE
cpd15868__91__c0__93__,cpd15868,MNXM5686,MNXM5686[c],c,TRUE,MetanetX conversion,TRUE
cpd00204__91__c0__93__,cpd00204,MNXM726638,MNXM726638[c],c,TRUE,MetanetX conversion,TRUE
cpd00204__91__e0__93__,cpd00204,MNXM726638,MNXM726638[e],e,TRUE,MetanetX conversion,TRUE
cpd00131__91__e0__93__,cpd00131,MNXM737842,MNXM737842[e],e,TRUE,MetanetX conversion,TRUE
cpd00131__91__c0__93__,cpd00131,MNXM737842,MNXM737842[c],c,TRUE,MetanetX conversion,TRUE
cpd03523__91__c0__93__,cpd03523,MNXM3586,MNXM3586[c],c,TRUE,MetanetX conversion,TRUE
cpd03732__91__c0__93__,cpd03732,MNXM1105744,MNXM1105744[c],c,TRUE,MetanetX conversion,TRUE
cpd02782__91__c0__93__,cpd02782,MNXM740283,MNXM740283[c],c,TRUE,MetanetX conversion,TRUE
U2A2D3OG__91__c0__93__,U2A2D3OG,U2A2D3OG,U2A2D3OG[c],c,FALSE,Unchanged,TRUE
U2A3A23DDG__91__c0__93__,U2A3A23DDG,U2A3A23DDG,U2A3A23DDG[c],c,FALSE,Unchanged,TRUE
U23DA23DDG__91__c0__93__,U23DA23DDG,U23DA23DDG,U23DA23DDG[c],c,FALSE,Unchanged,TRUE
U23DA23DDM__91__c0__93__,U23DA23DDM,U23DA23DDM,U23DA23DDM[c],c,FALSE,Unchanged,TRUE
